run_id,timestamp_ms,side,feed_count,wall_clock_start_ms,wall_clock_end_ms,wall_clock_total_us,unique_slots_count,error
1,1777201203992,zela,10,1777201203992,1777201203994,1974,1,false
1,1777201205290,baseline,10,1777201205290,1777201205716,425456,2,false
2,1777201206788,zela,10,1777201206788,1777201206958,169428,2,false
2,1777201208350,baseline,10,1777201208350,1777201208743,393087,1,false
3,1777201209825,zela,10,1777201209825,1777201209828,2209,1,false
3,1777201211046,baseline,10,1777201211046,1777201211505,458774,2,false
4,1777201212536,zela,10,1777201212536,1777201212703,166531,2,false
4,1777201214060,baseline,10,1777201214060,1777201214528,467956,2,false
5,1777201215591,zela,10,1777201215591,1777201215763,171815,1,false
5,1777201217114,baseline,10,1777201217114,1777201217699,585183,2,false
6,1777201218742,zela,10,1777201218742,1777201218905,163057,2,false
6,1777201220284,baseline,10,1777201220284,1777201220682,398243,1,false
7,1777201221715,zela,10,1777201221715,1777201221881,165870,1,false
7,1777201223247,baseline,10,1777201223247,1777201223684,436238,2,false
8,1777201224657,zela,10,1777201224657,1777201224659,2206,1,false
8,1777201225875,baseline,10,1777201225875,1777201226304,429666,2,false
9,1777201227345,zela,10,1777201227345,1777201227515,170288,2,false
9,1777201228856,baseline,10,1777201228856,1777201229246,390347,2,false
10,1777201230275,zela,10,1777201230275,1777201230450,174372,2,false
10,1777201231799,baseline,10,1777201231799,1777201232269,470751,2,false
11,1777201233292,zela,10,1777201233292,1777201233294,2182,1,false
11,1777201234516,baseline,10,1777201234516,1777201235000,484402,2,false
12,1777201236049,zela,10,1777201236049,1777201236219,169947,1,false
12,1777201237592,baseline,10,1777201237592,1777201237982,390167,2,false
13,1777201239044,zela,10,1777201239044,1777201239228,183489,1,false
13,1777201240577,baseline,10,1777201240577,1777201240994,416639,2,false
14,1777201241980,zela,10,1777201241980,1777201241982,2070,1,false
14,1777201243204,baseline,10,1777201243204,1777201243633,428363,2,false
15,1777201244686,zela,10,1777201244686,1777201244842,155902,1,false
15,1777201246204,baseline,10,1777201246204,1777201246708,504311,1,false
16,1777201247705,zela,10,1777201247705,1777201247707,2147,1,false
16,1777201248929,baseline,10,1777201248929,1777201249346,416612,2,false
17,1777201250345,zela,10,1777201250345,1777201250347,2162,1,false
17,1777201251567,baseline,10,1777201251567,1777201251940,372847,2,false
18,1777201252955,zela,10,1777201252955,1777201253179,224272,1,false
18,1777201254534,baseline,10,1777201254534,1777201254984,450055,2,false
19,1777201255988,zela,10,1777201255988,1777201255990,2122,1,false
19,1777201257212,baseline,10,1777201257212,1777201257614,401243,2,false
20,1777201258591,zela,10,1777201258591,1777201258593,2113,1,false
20,1777201259884,baseline,10,1777201259884,1777201260306,422102,2,false
21,1777201261358,zela,10,1777201261358,1777201261526,167762,2,false
21,1777201262870,baseline,10,1777201262870,1777201263299,428983,2,false
22,1777201264291,zela,10,1777201264291,1777201264292,1795,1,false
22,1777201265516,baseline,10,1777201265516,1777201265901,385036,1,false
23,1777201266884,zela,10,1777201266884,1777201266886,1885,1,false
23,1777201268104,baseline,10,1777201268104,1777201268541,436344,2,false
24,1777201269528,zela,10,1777201269528,1777201269530,2071,1,false
24,1777201270755,baseline,10,1777201270755,1777201271146,390641,2,false
25,1777201272168,zela,10,1777201272168,1777201272396,227655,1,false
25,1777201273746,baseline,10,1777201273746,1777201274109,362982,2,false
26,1777201275100,zela,10,1777201275100,1777201275102,2054,1,false
26,1777201276319,baseline,10,1777201276319,1777201276705,385670,2,false
27,1777201277802,zela,10,1777201277802,1777201277804,1484,1,false
27,1777201279359,baseline,10,1777201279359,1777201279801,441783,2,false
28,1777201280782,zela,10,1777201280782,1777201280784,1990,1,false
28,1777201281998,baseline,10,1777201281998,1777201282426,427842,2,false
29,1777201283443,zela,10,1777201283443,1777201283445,1965,1,false
29,1777201284705,baseline,10,1777201284705,1777201285125,419649,2,false
30,1777201286107,zela,10,1777201286107,1777201286109,2058,1,false
30,1777201287329,baseline,10,1777201287329,1777201287750,420782,2,false
31,1777201288757,zela,10,1777201288757,1777201288759,2069,1,false
31,1777201289980,baseline,10,1777201289980,1777201290403,423455,2,false
32,1777201291380,zela,10,1777201291380,1777201291382,1932,1,false
32,1777201292599,baseline,10,1777201292599,1777201293096,497735,2,false
33,1777201294097,zela,10,1777201294097,1777201294102,5869,1,false
33,1777201295318,baseline,10,1777201295318,1777201295721,403914,2,false
34,1777201296692,zela,10,1777201296692,1777201296694,1862,1,false
34,1777201297912,baseline,10,1777201297912,1777201298314,401664,2,false
35,1777201299416,zela,10,1777201299416,1777201299602,186059,1,false
35,1777201301024,baseline,10,1777201301024,1777201301743,719364,2,false
36,1777201302956,zela,10,1777201302956,1777201302957,1293,1,false
36,1777201304650,baseline,10,1777201304650,1777201305072,422080,2,false
37,1777201306110,zela,10,1777201306110,1777201306112,2123,1,false
37,1777201307339,baseline,10,1777201307339,1777201307750,410948,2,false
38,1777201308740,zela,10,1777201308740,1777201308742,1857,1,false
38,1777201309974,baseline,10,1777201309974,1777201310361,387126,1,false
39,1777201311393,zela,10,1777201311393,1777201311569,175367,2,false
39,1777201312941,baseline,10,1777201312941,1777201313410,469130,2,false
40,1777201314404,zela,10,1777201314404,1777201314407,2675,1,false
40,1777201315652,baseline,10,1777201315652,1777201316070,417932,2,false
41,1777201317063,zela,10,1777201317063,1777201317065,2088,1,false
41,1777201318292,baseline,10,1777201318292,1777201318788,495704,2,false
42,1777201319794,zela,10,1777201319794,1777201319796,2128,1,false
