run_id,timestamp_ms,side,feed_count,wall_clock_start_ms,wall_clock_end_ms,server_wall_clock_us,client_wall_clock_us,unique_slots_count,cold_start,commitment,error
1,1777924802042,zela,10,1777924802042,1777924802043,841,144010,1,true,confirmed,false
1,1777924804365,baseline,10,1777924804365,1777924804507,,142629,1,true,confirmed,false
2,1777924804354,zela,10,1777924804354,1777924804355,890,17849,1,true,confirmed,false
2,1777924806652,baseline,10,1777924806652,1777924806855,,203150,1,true,confirmed,false
3,1777924806833,zela,10,1777924806833,1777924806834,925,459798,1,true,confirmed,false
3,1777924809456,baseline,10,1777924809456,1777924809609,,153064,1,true,confirmed,false
4,1777924809478,zela,10,1777924809478,1777924809483,5308,21764,1,true,confirmed,false
4,1777924811753,baseline,10,1777924811753,1777924811862,,109779,1,true,confirmed,false
5,1777924811791,zela,10,1777924811791,1777924811792,647,458813,1,true,confirmed,false
5,1777924814415,baseline,10,1777924814415,1777924814527,,112530,1,true,confirmed,false
6,1777924814374,zela,10,1777924814374,1777924814375,1002,17746,1,false,confirmed,false
6,1777924816677,baseline,10,1777924816677,1777924816765,,87343,1,false,confirmed,false
7,1777924816608,zela,10,1777924816608,1777924816609,781,17388,1,false,confirmed,false
7,1777924818874,baseline,10,1777924818874,1777924818994,,120463,1,false,confirmed,false
8,1777924818874,zela,10,1777924818874,1777924818875,761,17327,1,false,confirmed,false
8,1777924821141,baseline,10,1777924821141,1777924821236,,94545,1,false,confirmed,false
9,1777924821156,zela,10,1777924821156,1777924821417,261333,640216,1,false,confirmed,false
9,1777924823986,baseline,10,1777924823986,1777924824074,,87473,1,false,confirmed,false
10,1777924823917,zela,10,1777924823917,1777924823918,852,16360,1,false,confirmed,false
10,1777924826182,baseline,10,1777924826182,1777924826292,,109812,1,false,confirmed,false
11,1777924826153,zela,10,1777924826153,1777924826155,1135,16920,1,false,confirmed,false
11,1777924828441,baseline,10,1777924828441,1777924828638,,196619,1,false,confirmed,false
12,1777924828521,zela,10,1777924828521,1777924828551,30830,238365,1,false,confirmed,false
12,1777924830972,baseline,10,1777924830972,1777924831120,,148328,1,false,confirmed,false
13,1777924830974,zela,10,1777924830974,1777924830975,907,19609,1,false,confirmed,false
13,1777924833239,baseline,10,1777924833239,1777924833341,,102078,1,false,confirmed,false
14,1777924833236,zela,10,1777924833236,1777924833257,20861,228848,1,false,confirmed,false
14,1777924835720,baseline,10,1777924835720,1777924835867,,146976,1,false,confirmed,false
15,1777924835718,zela,10,1777924835718,1777924835719,933,16699,1,false,confirmed,false
15,1777924838008,baseline,10,1777924838008,1777924838104,,95681,1,false,confirmed,false
16,1777924837984,zela,10,1777924837984,1777924838011,27573,246180,1,false,confirmed,false
16,1777924840440,baseline,10,1777924840440,1777924840532,,92043,1,false,confirmed,false
17,1777924840370,zela,10,1777924840370,1777924840371,806,16622,1,false,confirmed,false
17,1777924842722,baseline,10,1777924842722,1777924842829,,107177,1,false,confirmed,false
18,1777924842676,zela,10,1777924842676,1777924842677,940,17254,1,false,confirmed,false
18,1777924844940,baseline,10,1777924844940,1777924845025,,85267,1,false,confirmed,false
19,1777924844874,zela,10,1777924844874,1777924844875,913,18037,1,false,confirmed,false
19,1777924847142,baseline,10,1777924847142,1777924847263,,121463,1,false,confirmed,false
20,1777924847115,zela,10,1777924847115,1777924847116,888,15991,1,false,confirmed,false
20,1777924849382,baseline,10,1777924849382,1777924849510,,128038,1,false,confirmed,false
21,1777924849354,zela,10,1777924849354,1777924849355,884,16904,1,false,confirmed,false
21,1777924851618,baseline,10,1777924851618,1777924851714,,95993,1,false,confirmed,false
22,1777924851560,zela,10,1777924851560,1777924851561,825,16188,1,false,confirmed,false
22,1777924853827,baseline,10,1777924853827,1777924854017,,189248,1,false,confirmed,false
23,1777924853889,zela,10,1777924853889,1777924853891,2568,19524,1,false,confirmed,false
23,1777924856155,baseline,10,1777924856155,1777924856248,,92609,1,false,confirmed,false
24,1777924856168,zela,10,1777924856168,1777924856197,29147,234944,1,false,confirmed,false
24,1777924858713,baseline,10,1777924858713,1777924858839,,126730,1,false,confirmed,false
25,1777924858776,zela,10,1777924858776,1777924858777,910,459620,1,false,confirmed,false
25,1777924861399,baseline,10,1777924861399,1777924861543,,144403,1,false,confirmed,false
26,1777924861404,zela,10,1777924861404,1777924861405,1080,18614,1,false,confirmed,false
26,1777924863686,baseline,10,1777924863686,1777924863839,,153107,1,false,confirmed,false
27,1777924863736,zela,10,1777924863736,1777924863756,20214,228880,1,false,confirmed,false
27,1777924866214,baseline,10,1777924866214,1777924866334,,119669,1,false,confirmed,false
28,1777924866175,zela,10,1777924866175,1777924866176,955,18326,1,false,confirmed,false
28,1777924868444,baseline,10,1777924868444,1777924868553,,108973,1,false,confirmed,false
29,1777924868486,zela,10,1777924868486,1777924868486,602,459653,1,false,confirmed,false
29,1777924871117,baseline,10,1777924871117,1777924871252,,135094,1,false,confirmed,false
30,1777924871118,zela,10,1777924871118,1777924871121,2720,19382,1,false,confirmed,false
30,1777924873391,baseline,10,1777924873391,1777924873484,,92935,1,false,confirmed,false
31,1777924873331,zela,10,1777924873331,1777924873332,862,17606,1,false,confirmed,false
31,1777924875598,baseline,10,1777924875598,1777924875687,,88994,1,false,confirmed,false
32,1777924875613,zela,10,1777924875613,1777924875614,644,459687,1,false,confirmed,false
32,1777924878234,baseline,10,1777924878234,1777924878342,,108116,1,false,confirmed,false
33,1777924878253,zela,10,1777924878253,1777924878254,960,18355,1,false,confirmed,false
33,1777924880533,baseline,10,1777924880533,1777924880636,,103631,1,false,confirmed,false
34,1777924880479,zela,10,1777924880479,1777924880479,859,16914,1,false,confirmed,false
34,1777924882742,baseline,10,1777924882742,1777924882898,,156108,1,false,confirmed,false
35,1777924882788,zela,10,1777924882788,1777924882789,1043,16919,1,false,confirmed,false
35,1777924885051,baseline,10,1777924885051,1777924885157,,105691,1,false,confirmed,false
36,1777924885005,zela,10,1777924885005,1777924885006,980,18335,1,false,confirmed,false
36,1777924887272,baseline,10,1777924887272,1777924887379,,107196,1,false,confirmed,false
37,1777924887229,zela,10,1777924887229,1777924887230,855,17261,1,false,confirmed,false
37,1777924889498,baseline,10,1777924889498,1777924889597,,99452,1,false,confirmed,false
38,1777924889446,zela,10,1777924889446,1777924889447,832,17745,1,false,confirmed,false
38,1777924891712,baseline,10,1777924891712,1777924891819,,107218,1,false,confirmed,false
39,1777924891662,zela,10,1777924891662,1777924891663,950,17520,1,false,confirmed,false
39,1777924893930,baseline,10,1777924893930,1777924894031,,101536,1,false,confirmed,false
40,1777924893882,zela,10,1777924893882,1777924893883,1318,18366,1,false,confirmed,false
40,1777924896151,baseline,10,1777924896151,1777924896250,,99164,1,false,confirmed,false
41,1777924896233,zela,10,1777924896233,1777924896234,864,18265,1,false,confirmed,false
41,1777924898503,baseline,10,1777924898503,1777924898620,,117080,1,false,confirmed,false
42,1777924898479,zela,10,1777924898479,1777924898480,986,17395,1,false,confirmed,false
42,1777924900746,baseline,10,1777924900746,1777924900850,,103456,1,false,confirmed,false
43,1777924900693,zela,10,1777924900693,1777924900694,991,19452,1,false,confirmed,false
43,1777924902960,baseline,10,1777924902960,1777924903050,,89837,1,false,confirmed,false
44,1777924902888,zela,10,1777924902888,1777924902889,934,18167,1,false,confirmed,false
44,1777924905154,baseline,10,1777924905154,1777924905305,,151219,1,false,confirmed,false
45,1777924905153,zela,10,1777924905153,1777924905154,852,17360,1,false,confirmed,false
45,1777924907421,baseline,10,1777924907421,1777924907522,,101078,1,false,confirmed,false
46,1777924907363,zela,10,1777924907363,1777924907364,959,18203,1,false,confirmed,false
46,1777924909634,baseline,10,1777924909634,1777924909748,,113818,1,false,confirmed,false
47,1777924909686,zela,10,1777924909686,1777924909687,848,367652,1,false,confirmed,false
47,1777924912218,baseline,10,1777924912218,1777924912337,,119379,1,false,confirmed,false
48,1777924912295,zela,10,1777924912295,1777924912295,691,459743,1,false,confirmed,false
48,1777924914922,baseline,10,1777924914922,1777924915008,,85715,1,false,confirmed,false
49,1777924914942,zela,10,1777924914942,1777924914943,641,458484,1,false,confirmed,false
49,1777924917563,baseline,10,1777924917563,1777924917709,,145777,1,false,confirmed,false
50,1777924917561,zela,10,1777924917561,1777924917562,1083,16462,1,false,confirmed,false
50,1777924919826,baseline,10,1777924919826,1777924919945,,119499,1,false,confirmed,false
51,1777924919806,zela,10,1777924919806,1777924919807,1117,17546,1,false,confirmed,false
51,1777924922075,baseline,10,1777924922075,1777924922176,,100645,1,false,confirmed,false
52,1777924922026,zela,10,1777924922026,1777924922026,916,17790,1,false,confirmed,false
52,1777924924289,baseline,10,1777924924289,1777924924386,,97130,1,false,confirmed,false
53,1777924924236,zela,10,1777924924236,1777924924237,976,18125,1,false,confirmed,false
53,1777924926504,baseline,10,1777924926504,1777924926595,,90801,1,false,confirmed,false
54,1777924926437,zela,10,1777924926437,1777924926438,861,18132,1,false,confirmed,false
54,1777924928708,baseline,10,1777924928708,1777924928804,,95804,1,false,confirmed,false
55,1777924928699,zela,10,1777924928699,1777924928701,2255,190737,1,false,confirmed,false
55,1777924931104,baseline,10,1777924931104,1777924931233,,128372,1,false,confirmed,false
56,1777924931085,zela,10,1777924931085,1777924931086,1053,18006,1,false,confirmed,false
56,1777924933349,baseline,10,1777924933349,1777924933469,,119655,1,false,confirmed,false
57,1777924933330,zela,10,1777924933330,1777924933331,887,17083,1,false,confirmed,false
57,1777924935614,baseline,10,1777924935614,1777924935709,,94788,1,false,confirmed,false
58,1777924935546,zela,10,1777924935546,1777924935547,936,15986,1,false,confirmed,false
58,1777924937810,baseline,10,1777924937810,1777924937903,,92733,1,false,confirmed,false
59,1777924937808,zela,10,1777924937808,1777924937941,133708,486505,1,false,confirmed,false
59,1777924940559,baseline,10,1777924940559,1777924940676,,117222,1,false,confirmed,false
60,1777924940532,zela,10,1777924940532,1777924940533,1072,16415,1,false,confirmed,false
60,1777924942838,baseline,10,1777924942838,1777924942934,,96365,1,false,confirmed,false
61,1777924942775,zela,10,1777924942775,1777924942776,1078,17971,1,false,confirmed,false
61,1777924945089,baseline,10,1777924945089,1777924945180,,90832,1,false,confirmed,false
62,1777924945019,zela,10,1777924945019,1777924945019,891,16502,1,false,confirmed,false
62,1777924947287,baseline,10,1777924947287,1777924947442,,155182,1,false,confirmed,false
63,1777924947301,zela,10,1777924947301,1777924947302,783,16496,1,false,confirmed,false
63,1777924949568,baseline,10,1777924949568,1777924949649,,81004,1,false,confirmed,false
64,1777924949497,zela,10,1777924949497,1777924949498,875,16899,1,false,confirmed,false
64,1777924951770,baseline,10,1777924951770,1777924951867,,96858,1,false,confirmed,false
65,1777924951711,zela,10,1777924951711,1777924951712,854,16131,1,false,confirmed,false
65,1777924953976,baseline,10,1777924953976,1777924954117,,140402,1,false,confirmed,false
66,1777924953977,zela,10,1777924953977,1777924953978,822,15760,1,false,confirmed,false
66,1777924956244,baseline,10,1777924956244,1777924956357,,113023,1,false,confirmed,false
67,1777924956215,zela,10,1777924956215,1777924956216,878,17103,1,false,confirmed,false
67,1777924958481,baseline,10,1777924958481,1777924958578,,97555,1,false,confirmed,false
68,1777924958436,zela,10,1777924958436,1777924958437,834,17529,1,false,confirmed,false
68,1777924960703,baseline,10,1777924960703,1777924960829,,126209,1,false,confirmed,false
69,1777924960680,zela,10,1777924960680,1777924960681,945,16010,1,false,confirmed,false
69,1777924962948,baseline,10,1777924962948,1777924963087,,138981,1,false,confirmed,false
70,1777924962979,zela,10,1777924962979,1777924962987,7643,199565,1,false,confirmed,false
70,1777924965440,baseline,10,1777924965440,1777924965547,,106863,1,false,confirmed,false
71,1777924965386,zela,10,1777924965386,1777924965387,934,16361,1,false,confirmed,false
71,1777924967667,baseline,10,1777924967667,1777924967777,,109428,1,false,confirmed,false
72,1777924967616,zela,10,1777924967616,1777924967617,1008,16816,1,false,confirmed,false
72,1777924969884,baseline,10,1777924969884,1777924970002,,117747,1,false,confirmed,false
73,1777924969852,zela,10,1777924969852,1777924969853,963,16648,1,false,confirmed,false
73,1777924972127,baseline,10,1777924972127,1777924972227,,99892,1,false,confirmed,false
74,1777924972072,zela,10,1777924972072,1777924972073,865,16308,1,false,confirmed,false
74,1777924974337,baseline,10,1777924974337,1777924974449,,112012,1,false,confirmed,false
75,1777924974290,zela,10,1777924974290,1777924974291,955,16353,1,false,confirmed,false
75,1777924976563,baseline,10,1777924976563,1777924976634,,70489,1,false,confirmed,false
76,1777924976558,zela,10,1777924976558,1777924976558,802,459329,1,false,confirmed,false
76,1777924979181,baseline,10,1777924979181,1777924979285,,103165,1,false,confirmed,false
77,1777924979160,zela,10,1777924979160,1777924979170,9526,198146,1,false,confirmed,false
77,1777924981569,baseline,10,1777924981569,1777924981747,,177960,1,false,confirmed,false
78,1777924981691,zela,10,1777924981691,1777924981691,630,458178,1,false,confirmed,false
78,1777924984345,baseline,10,1777924984345,1777924984440,,94549,1,false,confirmed,false
79,1777924984280,zela,10,1777924984280,1777924984281,969,16935,1,false,confirmed,false
79,1777924986543,baseline,10,1777924986543,1777924986633,,89410,1,false,confirmed,false
80,1777924986472,zela,10,1777924986472,1777924986472,805,16884,1,false,confirmed,false
80,1777924988737,baseline,10,1777924988737,1777924988827,,89619,1,false,confirmed,false
81,1777924988752,zela,10,1777924988752,1777924988753,592,459224,1,false,confirmed,false
81,1777924991373,baseline,10,1777924991373,1777924991513,,139475,1,false,confirmed,false
82,1777924991452,zela,10,1777924991452,1777924991452,637,460054,1,false,confirmed,false
82,1777924994075,baseline,10,1777924994075,1777924994197,,122072,1,false,confirmed,false
83,1777924994129,zela,10,1777924994129,1777924994129,599,458515,1,false,confirmed,false
83,1777924996751,baseline,10,1777924996751,1777924996874,,122760,1,false,confirmed,false
84,1777924996725,zela,10,1777924996725,1777924996725,898,17252,1,false,confirmed,false
84,1777924998988,baseline,10,1777924998988,1777924999077,,88564,1,false,confirmed,false
85,1777924998926,zela,10,1777924998926,1777924998927,783,17690,1,false,confirmed,false
85,1777925001195,baseline,10,1777925001195,1777925001283,,87971,1,false,confirmed,false
86,1777925001209,zela,10,1777925001209,1777925001210,670,458091,1,false,confirmed,false
86,1777925003833,baseline,10,1777925003833,1777925003925,,92905,1,false,confirmed,false
87,1777925003769,zela,10,1777925003769,1777925003770,999,16517,1,false,confirmed,false
87,1777925006044,baseline,10,1777925006044,1777925006145,,101194,1,false,confirmed,false
88,1777925005994,zela,10,1777925005994,1777925005995,1205,19307,1,false,confirmed,false
88,1777925008263,baseline,10,1777925008263,1777925008364,,100812,1,false,confirmed,false
89,1777925008217,zela,10,1777925008217,1777925008218,1091,16826,1,false,confirmed,false
89,1777925010500,baseline,10,1777925010500,1777925010600,,99977,1,false,confirmed,false
90,1777925010440,zela,10,1777925010440,1777925010441,866,17893,1,false,confirmed,false
90,1777925012706,baseline,10,1777925012706,1777925012906,,199094,1,false,confirmed,false
91,1777925012743,zela,10,1777925012743,1777925012744,1175,16479,1,false,confirmed,false
91,1777925015013,baseline,10,1777925015013,1777925015121,,107962,1,false,confirmed,false
92,1777925014978,zela,10,1777925014978,1777925014979,797,17203,1,false,confirmed,false
92,1777925017245,baseline,10,1777925017245,1777925017345,,99737,1,false,confirmed,false
93,1777925017256,zela,10,1777925017256,1777925017458,201915,543221,1,false,confirmed,false
93,1777925019985,baseline,10,1777925019985,1777925020073,,87917,1,false,confirmed,false
94,1777925019917,zela,10,1777925019917,1777925019920,3100,20440,1,false,confirmed,false
94,1777925022186,baseline,10,1777925022186,1777925022283,,96765,1,false,confirmed,false
95,1777925022207,zela,10,1777925022207,1777925022208,843,460983,1,false,confirmed,false
95,1777925024830,baseline,10,1777925024830,1777925024916,,86757,1,false,confirmed,false
96,1777925024838,zela,10,1777925024838,1777925024839,714,459301,1,false,confirmed,false
96,1777925027460,baseline,10,1777925027460,1777925027553,,92716,1,false,confirmed,false
97,1777925027463,zela,10,1777925027463,1777925027679,215585,563709,1,false,confirmed,false
