dataset,run_id,slot,leader_pubkey,leader_name,leader_city,leader_country,client_us,client_ms,observed_tier,expected_tier,match
dataset_2026_05_04_2200,53,417600508,KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo,Kolibrio,Amsterdam,NL,18125,18.12,fr2,fr2,yes
dataset_2026_05_04_2200,54,417600513,,(no data),,,18132,18.13,fr2,unknown,no
dataset_2026_05_04_2200,55,417600519,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,binance staking,Ashburn,US,190737,190.74,mid,mid,yes
dataset_2026_05_04_2200,56,417600525,grptonHnt7YSmJokGK9TJJTBXDT8ca4LSWMHCCfzzPa,gripto,Fechenheim,DE,18006,18.01,fr2,fr2,yes
dataset_2026_05_04_2200,57,417600530,7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,Haus – Best APY & No Fees,Fechenheim,DE,17083,17.08,fr2,fr2,yes
dataset_2026_05_04_2200,58,417600537,HH5dA42XF1HxNk1TRpG6LuKfLViMYNdAz5iWrFM4hWFi,Trust Nodes,Europe/Amsterdam,NL,15986,15.99,fr2,fr2,yes
dataset_2026_05_04_2200,59,417600542,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,Boardman,US,486505,486.50,tyo,mid,no
dataset_2026_05_04_2200,60,417600549,5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z,(no data),,,16415,16.41,fr2,unknown,no
dataset_2026_05_04_2200,61,417600555,CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,Coinbase 02,City of London,GB,17971,17.97,fr2,fr2,yes
dataset_2026_05_04_2200,62,417600560,5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,(no name),Stockholm,SE,16502,16.50,fr2,fr2,yes
dataset_2026_05_04_2200,63,417600566,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,(no name),Amsterdam,NL,16496,16.50,fr2,fr2,yes
dataset_2026_05_04_2200,64,417600572,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Frankfurt am Main,DE,16899,16.90,fr2,fr2,yes
dataset_2026_05_04_2200,65,417600577,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,(no name),Vilnius,LT,16131,16.13,fr2,fr2,yes
dataset_2026_05_04_2200,66,417600583,9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,Galaxy,Europe/London,GB,15760,15.76,fr2,fr2,yes
dataset_2026_05_04_2200,67,417600588,5VrW7YNBccVnhnZVmooCePdLFcs2UjfxRT3hoY9mN8Ec,Appleyello,*,,17103,17.10,fr2,unknown,no
dataset_2026_05_04_2200,68,417600594,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,(no name),Frankfurt am Main,DE,17529,17.53,fr2,fr2,yes
dataset_2026_05_04_2200,69,417600599,9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,Galaxy,Europe/London,GB,16010,16.01,fr2,fr2,yes
dataset_2026_05_04_2200,70,417600605,hy1oMaD3ViyJ8i6w1xjP79zAWBBaRd1zWdTW8zYXnwu,(no data),,,199565,199.56,mid,unknown,no
dataset_2026_05_04_2200,71,417600611,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Frankfurt am Main,DE,16361,16.36,fr2,fr2,yes
dataset_2026_05_04_2200,72,417600617,GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,(no data),,,16816,16.82,fr2,unknown,no
dataset_2026_05_04_2200,73,417600623,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Frankfurt am Main,DE,16648,16.65,fr2,fr2,yes
dataset_2026_05_04_2200,74,417600628,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,Ledger by Figment,Frankfurt am Main,DE,16308,16.31,fr2,fr2,yes
dataset_2026_05_04_2200,75,417600634,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,(no name),Amsterdam,NL,16353,16.35,fr2,fr2,yes
dataset_2026_05_04_2200,76,417600639,2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,(no name),Tokyo,JP,459329,459.33,tyo,tyo,yes
dataset_2026_05_04_2200,77,417600646,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,be102.bhs-g1-nc5.qc.ca,,198146,198.15,mid,unknown,no
dataset_2026_05_04_2200,78,417600652,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Frankfurt am Main,DE,458178,458.18,tyo,fr2,no
dataset_2026_05_04_2200,79,417600659,FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,(no name),Europe/Amsterdam,NL,16935,16.93,fr2,fr2,yes
dataset_2026_05_04_2200,80,417600665,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,(no name),Amsterdam,NL,16884,16.88,fr2,fr2,yes
dataset_2026_05_04_2200,81,417600671,,(no data),,,459224,459.22,tyo,unknown,no
dataset_2026_05_04_2200,82,417600677,scb1Z7du8NVSaHFXsafSjRdXr6xBjWR3iugikL739Y1,(no name),Tokyo,JP,460054,460.05,tyo,tyo,yes
dataset_2026_05_04_2200,83,417600684,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Frankfurt am Main,DE,458515,458.51,tyo,fr2,no
dataset_2026_05_04_2200,84,417600691,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,Everstake,Frankfurt am Main,DE,17252,17.25,fr2,fr2,yes
dataset_2026_05_04_2200,85,417600697,3rqEEEGjHRyndHuduBcjkf17rX3hgmGACpYTQYeZ5Ltk,StakeThat +MEV,Frankfurt am Main,DE,17690,17.69,fr2,fr2,yes
dataset_2026_05_04_2200,86,417600702,43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,(no data),,,458091,458.09,tyo,unknown,no
dataset_2026_05_04_2200,87,417600709,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,(no data),,,16517,16.52,fr2,unknown,no
dataset_2026_05_04_2200,88,417600715,FjYEr2UCeFzNfAKiFrbhG34Zv8LxbmfHYAFhAfc7SLQL,Easytoken.me,Europe/Amsterdam,NL,19307,19.31,fr2,fr2,yes
dataset_2026_05_04_2200,89,417600721,AEHqTB2RtJjegsR2ePjvoJSm6AA5pnYKWVbcsn6kqTBD,(no name),Amsterdam,NL,16826,16.83,fr2,fr2,yes
dataset_2026_05_04_2200,90,417600727,vu1sGn2f1Xim6voHNLt4nLn38zNkYdLasU7hEr1TC2D,(no data),,,17893,17.89,fr2,unknown,no
dataset_2026_05_04_2200,91,417600733,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,America/Chicago,US,16479,16.48,fr2,mid,no
dataset_2026_05_04_2200,92,417600739,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,Everstake,Frankfurt am Main,DE,17203,17.20,fr2,fr2,yes
dataset_2026_05_04_2200,93,417600745,Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Shinobi Systems 🚀 stakeview.app,Vancouver,CA,543221,543.22,tyo,mid,no
dataset_2026_05_04_2200,94,417600751,AiDoLWFKzNxSXKeZ4zym2TEPkg6F4kQ3YBA8WhANVPEq,(no data),,,20440,20.44,fr2,unknown,no
dataset_2026_05_04_2200,95,417600756,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Frankfurt am Main,DE,460983,460.98,tyo,fr2,no
dataset_2026_05_04_2200,96,417600763,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,Coinbase 03,Tokyo,JP,459301,459.30,tyo,tyo,yes
dataset_2026_05_04_2200,97,417600770,6XKqyUVUcpe3CNucjF6gk5zonJDqNGvob6kaTy4Ps1U,Solana Mobile Validator,Dallas,US,563709,563.71,tyo,mid,no
dataset_2026_05_04_2200,98,417600776,,(no data),,,412264,412.26,tyo,unknown,no
dataset_2026_05_04_2200,99,417600783,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,Coinbase 04,Amsterdam,NL,17981,17.98,fr2,fr2,yes
dataset_2026_05_04_2200,100,417600788,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,(no name),Frankfurt am Main,DE,16377,16.38,fr2,fr2,yes
dataset_2026_05_06_1655,6,417987310,FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,(no name),Singapore,SG,460922,460.92,tyo,tyo,yes
dataset_2026_05_06_1655,7,417987317,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,(no name),Tokyo,JP,458860,458.86,tyo,tyo,yes
dataset_2026_05_06_1655,8,417987324,FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9,(no name),Amsterdam,NL,17543,17.54,fr2,fr2,yes
dataset_2026_05_06_1655,9,417987329,DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz,(no data),,,16191,16.19,fr2,unknown,no
dataset_2026_05_06_1655,10,417987335,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,(no data),,,18593,18.59,fr2,unknown,no
dataset_2026_05_06_1655,11,417987341,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Frankfurt am Main,DE,458882,458.88,tyo,fr2,no
dataset_2026_05_06_1655,12,417987347,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,Ledger by Figment,Frankfurt am Main,DE,18559,18.56,fr2,fr2,yes
dataset_2026_05_06_1655,13,417987353,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Frankfurt am Main,DE,458492,458.49,tyo,fr2,no
dataset_2026_05_06_1655,14,417987360,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,(no name),Frankfurt am Main,DE,549652,549.65,tyo,fr2,no
dataset_2026_05_06_1655,15,417987366,rsbp8zMHbGCpLoRktmsjspYv77VcjxAzH1KxPCD9BiU,Albert is Great,Amsterdam,NL,18703,18.70,fr2,fr2,yes
dataset_2026_05_06_1655,16,417987372,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,Forward Industries,Europe/London,GB,17991,17.99,fr2,fr2,yes
dataset_2026_05_06_1655,17,417987377,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,be102.bhs-g1-nc5.qc.ca,,190470,190.47,mid,unknown,no
dataset_2026_05_06_1655,18,417987383,privaEdSEmnMPGPoQACUkcDGkFBbTArVvsEGd7C5wUM,(no data),,,19904,19.90,fr2,unknown,no
dataset_2026_05_06_1655,19,417987389,57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,[Public Good] Chive 🌱 - 0% Fee + MEV + BlockReward,Chicago,US,189658,189.66,mid,mid,yes
dataset_2026_05_06_1655,20,417987395,7cVfgArCheMR6Cs4t6vz5rfnqd56vZq4ndaBrY5xkxXy,Blockdaemon 🧱👿 Validator,Amsterdam,NL,16351,16.35,fr2,fr2,yes
dataset_2026_05_06_1655,21,417987400,hy1oMaD3ViyJ8i6w1xjP79zAWBBaRd1zWdTW8zYXnwu,(no data),,,191846,191.85,mid,unknown,no
dataset_2026_05_06_1655,22,417987406,ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY,Anagram Staking,Aubervilliers,FR,18566,18.57,fr2,fr2,yes
dataset_2026_05_06_1655,23,417987411,soLStaCk5TiGCpeLKa9Fvv6f5JQGMa6S3uhLh826e9N,SolStack by Corvus Labs,Europe/Amsterdam,NL,428559,428.56,tyo,fr2,no
dataset_2026_05_06_1655,24,417987417,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,Everstake,Frankfurt am Main,DE,17826,17.83,fr2,fr2,yes
dataset_2026_05_06_1655,25,417987423,AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,(no name),Amsterdam,NL,18658,18.66,fr2,fr2,yes
dataset_2026_05_06_1655,26,417987429,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Frankfurt am Main,DE,16161,16.16,fr2,fr2,yes
dataset_2026_05_06_1655,27,417987434,FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,(no name),Europe/Amsterdam,NL,16567,16.57,fr2,fr2,yes
dataset_2026_05_06_1655,28,417987441,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,be102.bhs-g1-nc5.qc.ca,,191858,191.86,mid,unknown,no
dataset_2026_05_06_1655,29,417987446,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,binance staking,Ashburn,US,189840,189.84,mid,mid,yes
dataset_2026_05_06_1655,30,417987453,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,Forward Industries,Europe/London,GB,18288,18.29,fr2,fr2,yes
dataset_2026_05_06_1655,31,417987458,ALPHA6rdHZkx1om79xp47vX1iZXcbM3qfEwLyttZ1T7R,Lifetime 0% fee + full MEV payout | Alphasearch,Europe/Berlin,DE,16879,16.88,fr2,fr2,yes
dataset_2026_05_06_1655,32,417987464,D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,Validatore,Šiauliai,LT,17629,17.63,fr2,fr2,yes
dataset_2026_05_06_1655,33,417987470,HMWXfjaeSHhww1wvdBhqhHVP9v96mFB4LJ9xP2MXbDGH,(no data),,,18316,18.32,fr2,unknown,no
dataset_2026_05_06_1655,34,417987476,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Frankfurt am Main,DE,458402,458.40,tyo,fr2,no
dataset_2026_05_06_1655,35,417987483,FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi,(no data),,,18510,18.51,fr2,unknown,no
dataset_2026_05_06_1655,36,417987488,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,binance staking,Ashburn,US,18966,18.97,fr2,mid,no
dataset_2026_05_06_1655,37,417987493,PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Pumpkin's Pool ❤️,Asia/Singapore,SG,461339,461.34,tyo,tyo,yes
dataset_2026_05_06_1655,38,417987500,7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,Haus – Best APY & No Fees,Fechenheim,DE,18362,18.36,fr2,fr2,yes
dataset_2026_05_06_1655,39,417987506,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,(no data),,,18300,18.30,fr2,unknown,no
dataset_2026_05_06_1655,40,417987512,,(no data),,,191472,191.47,mid,unknown,no
dataset_2026_05_06_1655,41,417987518,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Frankfurt am Main,DE,460007,460.01,tyo,fr2,no
dataset_2026_05_06_1655,42,417987524,6aDs9tUm2gErcPn2c1TZnp5cu2bQV9BzyuwW4baWQYd4,Coinbase 05,Dublin,IE,18043,18.04,fr2,fr2,yes
dataset_2026_05_06_1655,43,417987530,23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,Stakin by The Tie,Rödelheim,DE,18221,18.22,fr2,fr2,yes
dataset_2026_05_06_1655,44,417987536,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,be102.bhs-g1-nc5.qc.ca,,192097,192.10,mid,unknown,no
dataset_2026_05_06_1655,45,417987542,A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,(no name),Frankfurt am Main,DE,18727,18.73,fr2,fr2,yes
dataset_2026_05_06_1655,46,417987547,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,Boardman,US,427879,427.88,tyo,mid,no
dataset_2026_05_06_1655,47,417987554,32ke3uf1qL3xLqbwzU76T2sbG2XaJrGuSCNdUnien3zm,FalconX,be102.bhs-g1-nc5.qc.ca,,191581,191.58,mid,unknown,no
dataset_2026_05_06_1655,48,417987560,5essVpBYvocZkQnkrWsMDfRPwtp4BeihJRaweKLR4dRn,Certora Validator,New York,US,19673,19.67,fr2,mid,no
dataset_2026_05_06_1655,49,417987566,,(no data),,,17514,17.51,fr2,unknown,no
dataset_2026_05_06_1655,50,417987572,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,(no name),Amsterdam,NL,18984,18.98,fr2,fr2,yes
dataset_2026_05_06_1655,51,417987578,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,(no name),Tokyo,JP,459750,459.75,tyo,tyo,yes
dataset_2026_05_06_1655,52,417987584,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,(no name),Amsterdam,NL,18009,18.01,fr2,fr2,yes
dataset_2026_05_06_1655,53,417987590,GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,(no name),Amsterdam,NL,17695,17.70,fr2,fr2,yes
dataset_2026_05_06_1655,54,417987596,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,(no name),Frankfurt am Main,DE,460676,460.68,tyo,fr2,no
dataset_2026_05_06_1655,55,417987602,CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,(no data),,,458416,458.42,tyo,unknown,no
dataset_2026_05_06_1655,56,417987609,aXiomFkk6VzXaBhPuhMqTLZZguCFzzbyP9LTtZ7ZHLQ,Axiom,Frankfurt am Main,DE,16695,16.70,fr2,fr2,yes
dataset_2026_05_06_1655,57,417987614,6M53yM6dsE6hiaHgxWvYa4fsfzQTGyAZn7rM6JrzbqJV,Pier Two,Frankfurt am Main,DE,16278,16.28,fr2,fr2,yes
dataset_2026_05_06_1655,58,417987620,,(no data),,,16771,16.77,fr2,unknown,no
dataset_2026_05_06_1655,59,417987625,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,(no name),Frankfurt am Main,DE,22662,22.66,fr2,fr2,yes
dataset_2026_05_06_1655,60,417987631,MargusJeV9bkePFLWbbzRNsMVo3Re6h9wKB5Ago8Tfj,(no data),,,16909,16.91,fr2,unknown,no
dataset_2026_05_06_1655,61,417987637,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Development,Frankfurt am Main,DE,16984,16.98,fr2,fr2,yes
dataset_2026_05_06_1655,62,417987643,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,(no name),City of London,GB,16176,16.18,fr2,fr2,yes
dataset_2026_05_06_1655,63,417987649,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,(no name),Amsterdam,NL,19553,19.55,fr2,fr2,yes
dataset_2026_05_06_1655,64,417987655,7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,Alchemy,be101.rbx-g4-nc5.fr.eu,,18321,18.32,fr2,unknown,no
dataset_2026_05_06_1655,65,417987661,HnfPZDrbJFooiP9vvgWrjx3baXVNAZCgisT58gyMCgML,(no name),Singapore,SG,459450,459.45,tyo,tyo,yes
dataset_2026_05_06_1655,66,417987668,8yjHdsCgx3bp2zEwGiWSMgwpFaCSzfYAHT1vk7KJBqhN,JStaking: 0% fee · top returns,Fechenheim,DE,459144,459.14,tyo,fr2,no
dataset_2026_05_06_1655,67,417987675,H8fHToVcZPi5bupGZohGPX2SWs8NHzgFKQ31wi5n6oux,(no name),Amsterdam,NL,18744,18.74,fr2,fr2,yes
dataset_2026_05_06_1655,68,417987680,FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi,(no data),,,17146,17.15,fr2,unknown,no
dataset_2026_05_06_1655,69,417987685,CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2,Hamsa,Europe/Vilnius,LT,18559,18.56,fr2,fr2,yes
dataset_2026_05_06_1655,70,417987691,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,be102.bhs-g1-nc5.qc.ca,,193651,193.65,mid,unknown,no
dataset_2026_05_06_1655,71,417987697,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,(no name),Amsterdam,NL,18817,18.82,fr2,fr2,yes
dataset_2026_05_06_1655,72,417987703,D1Vbgkrhp1TmLGhfUD1urRMx5Ntz9AqQpgdX8DR8QMC1,Next Finance Tech,Tokyo,JP,461279,461.28,tyo,tyo,yes
dataset_2026_05_06_1655,73,417987710,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,America/Chicago,US,18369,18.37,fr2,mid,no
dataset_2026_05_06_1655,74,417987716,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Frankfurt am Main,DE,198461,198.46,mid,fr2,no
dataset_2026_05_06_1655,75,417987721,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,(no data),,,18148,18.15,fr2,unknown,no
dataset_2026_05_06_1655,76,417987727,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,America/Chicago,US,18202,18.20,fr2,mid,no
dataset_2026_05_06_1655,77,417987733,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,be102.bhs-g1-nc5.qc.ca,,191148,191.15,mid,unknown,no
