dataset,run_id,slot,leader_pubkey,leader_name,leader_city,leader_country,client_us,client_ms,observed_tier,expected_tier,match
dataset_2026_05_04_2200,6,417600227,PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Pumpkin's Pool ❤️,Asia/Singapore,SG,17746,17.75,fr2,tyo,no
dataset_2026_05_04_2200,7,417600233,CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,Coinbase 02,City of London,GB,17388,17.39,fr2,fr2,yes
dataset_2026_05_04_2200,8,417600239,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,Coinbase 04,Amsterdam,NL,17327,17.33,fr2,fr2,yes
dataset_2026_05_04_2200,9,417600245,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,(no name),Amsterdam,NL,640216,640.22,tyo,fr2,no
dataset_2026_05_04_2200,10,417600252,,(no data),,,16360,16.36,fr2,unknown,no
dataset_2026_05_04_2200,11,417600258,,(no data),,,16920,16.92,fr2,unknown,no
dataset_2026_05_04_2200,12,417600264,,(no data),,,238365,238.37,mid,unknown,no
dataset_2026_05_04_2200,13,417600270,,(no data),,,19609,19.61,fr2,unknown,no
dataset_2026_05_04_2200,14,417600276,,(no data),,,228848,228.85,mid,unknown,no
dataset_2026_05_04_2200,15,417600282,,(no data),,,16699,16.70,fr2,unknown,no
dataset_2026_05_04_2200,16,417600287,,(no data),,,246180,246.18,mid,unknown,no
dataset_2026_05_04_2200,17,417600293,,(no data),,,16622,16.62,fr2,unknown,no
dataset_2026_05_04_2200,18,417600300,,(no data),,,17254,17.25,fr2,unknown,no
dataset_2026_05_04_2200,19,417600305,,(no data),,,18037,18.04,fr2,unknown,no
dataset_2026_05_04_2200,20,417600311,,(no data),,,15991,15.99,fr2,unknown,no
dataset_2026_05_04_2200,21,417600317,,(no data),,,16904,16.90,fr2,unknown,no
dataset_2026_05_04_2200,22,417600322,,(no data),,,16188,16.19,fr2,unknown,no
dataset_2026_05_04_2200,23,417600328,,(no data),,,19524,19.52,fr2,unknown,no
dataset_2026_05_04_2200,24,417600333,,(no data),,,234944,234.94,mid,unknown,no
dataset_2026_05_04_2200,25,417600339,,(no data),,,459620,459.62,tyo,unknown,no
dataset_2026_05_04_2200,26,417600346,,(no data),,,18614,18.61,fr2,unknown,no
dataset_2026_05_04_2200,27,417600352,,(no data),,,228880,228.88,mid,unknown,no
dataset_2026_05_04_2200,28,417600358,,(no data),,,18326,18.33,fr2,unknown,no
dataset_2026_05_04_2200,29,417600364,,(no data),,,459653,459.65,tyo,unknown,no
dataset_2026_05_04_2200,30,417600370,,(no data),,,19382,19.38,fr2,unknown,no
dataset_2026_05_04_2200,31,417600376,,(no data),,,17606,17.61,fr2,unknown,no
dataset_2026_05_04_2200,32,417600381,,(no data),,,459687,459.69,tyo,unknown,no
dataset_2026_05_04_2200,33,417600389,,(no data),,,18355,18.36,fr2,unknown,no
dataset_2026_05_04_2200,34,417600394,,(no data),,,16914,16.91,fr2,unknown,no
dataset_2026_05_04_2200,35,417600400,,(no data),,,16919,16.92,fr2,unknown,no
dataset_2026_05_04_2200,36,417600406,,(no data),,,18335,18.34,fr2,unknown,no
dataset_2026_05_04_2200,37,417600412,,(no data),,,17261,17.26,fr2,unknown,no
dataset_2026_05_04_2200,38,417600417,,(no data),,,17745,17.75,fr2,unknown,no
dataset_2026_05_04_2200,39,417600423,,(no data),,,17520,17.52,fr2,unknown,no
dataset_2026_05_04_2200,40,417600429,,(no data),,,18366,18.37,fr2,unknown,no
dataset_2026_05_04_2200,41,417600435,,(no data),,,18265,18.27,fr2,unknown,no
dataset_2026_05_04_2200,42,417600441,,(no data),,,17395,17.39,fr2,unknown,no
dataset_2026_05_04_2200,43,417600444,,(no data),,,19452,19.45,fr2,unknown,no
dataset_2026_05_04_2200,44,417600450,,(no data),,,18167,18.17,fr2,unknown,no
dataset_2026_05_04_2200,45,417600456,,(no data),,,17360,17.36,fr2,unknown,no
dataset_2026_05_04_2200,46,417600461,,(no data),,,18203,18.20,fr2,unknown,no
dataset_2026_05_04_2200,47,417600467,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,Ledger by Figment,Frankfurt am Main,DE,367652,367.65,slc,fr2,no
dataset_2026_05_04_2200,48,417600473,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,(no data),,,459743,459.74,tyo,unknown,no
dataset_2026_05_04_2200,49,417600480,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Frankfurt am Main,DE,458484,458.48,tyo,fr2,no
dataset_2026_05_04_2200,50,417600486,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,Coinbase 03,Tokyo,JP,16462,16.46,fr2,tyo,no
dataset_2026_05_04_2200,51,417600492,7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,(no name),Vilnius,LT,17546,17.55,fr2,fr2,yes
dataset_2026_05_04_2200,52,417600498,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,binance staking,Ashburn,US,17790,17.79,fr2,mid,no
dataset_2026_05_04_2200,53,417600504,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,(no name),Amsterdam,NL,18125,18.12,fr2,fr2,yes
dataset_2026_05_04_2200,54,417600509,KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo,Kolibrio,Amsterdam,NL,18132,18.13,fr2,fr2,yes
dataset_2026_05_04_2200,55,417600515,,(no data),,,190737,190.74,mid,unknown,no
dataset_2026_05_04_2200,56,417600521,1unarWPGGseFag2WfnoFv8o9P7vTPU8eHex9GinP3eY,Luminal,Querétaro City,MX,18006,18.01,fr2,mid,no
dataset_2026_05_04_2200,57,417600526,grptonHnt7YSmJokGK9TJJTBXDT8ca4LSWMHCCfzzPa,gripto,Fechenheim,DE,17083,17.08,fr2,fr2,yes
dataset_2026_05_04_2200,58,417600533,GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,(no data),,,15986,15.99,fr2,unknown,no
dataset_2026_05_04_2200,59,417600538,HH5dA42XF1HxNk1TRpG6LuKfLViMYNdAz5iWrFM4hWFi,Trust Nodes,Europe/Amsterdam,NL,486505,486.50,tyo,fr2,no
dataset_2026_05_04_2200,60,417600545,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,Everstake,Frankfurt am Main,DE,16415,16.41,fr2,fr2,yes
dataset_2026_05_04_2200,61,417600551,5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z,(no data),,,17971,17.97,fr2,unknown,no
dataset_2026_05_04_2200,62,417600556,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,be102.bhs-g1-nc5.qc.ca,,16502,16.50,fr2,unknown,no
dataset_2026_05_04_2200,63,417600562,5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,(no name),Stockholm,SE,16496,16.50,fr2,fr2,yes
dataset_2026_05_04_2200,64,417600568,,(no data),,,16899,16.90,fr2,unknown,no
dataset_2026_05_04_2200,65,417600573,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Helius,Frankfurt am Main,DE,16131,16.13,fr2,fr2,yes
dataset_2026_05_04_2200,66,417600579,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,(no name),Vilnius,LT,15760,15.76,fr2,fr2,yes
