dataset,run_id,slot,leader_pubkey,leader_name,leader_city,leader_country,client_us,client_ms,observed_bucket,expected_bucket,match
dataset_2026_05_09_1300,61,418598947,,,,,19567,19.57,fr2,unknown,no
dataset_2026_05_09_1300,62,418598953,,,,,425818,425.82,slc,unknown,no
dataset_2026_05_09_1300,63,418598960,,,,,18525,18.52,fr2,unknown,no
dataset_2026_05_09_1300,64,418598966,,,,,17533,17.53,fr2,unknown,no
dataset_2026_05_09_1300,65,418598972,,,,,291168,291.17,dx1,unknown,no
dataset_2026_05_09_1300,66,418598977,,,,,466472,466.47,tyo,unknown,no
dataset_2026_05_09_1300,67,418598984,,,,,18596,18.60,fr2,unknown,no
dataset_2026_05_09_1300,68,418598989,,,,,20368,20.37,fr2,unknown,no
dataset_2026_05_09_1300,69,418598995,,,,,18825,18.82,fr2,unknown,no
dataset_2026_05_09_1300,70,418599001,,,,,18307,18.31,fr2,unknown,no
dataset_2026_05_09_1300,71,418599007,,,,,247378,247.38,dx1,unknown,no
dataset_2026_05_09_1300,72,418599012,,,,,17244,17.24,fr2,unknown,no
dataset_2026_05_09_1300,73,418599017,,,,,18508,18.51,fr2,unknown,no
dataset_2026_05_09_1300,74,418599022,,,,,18145,18.14,fr2,unknown,no
dataset_2026_05_09_1300,75,418599029,,,,,17968,17.97,fr2,unknown,no
dataset_2026_05_09_1300,76,418599034,,,,,18030,18.03,fr2,unknown,no
dataset_2026_05_09_1300,77,418599040,,,,,244688,244.69,dx1,unknown,no
dataset_2026_05_09_1300,78,418599046,,,,,17282,17.28,fr2,unknown,no
dataset_2026_05_09_1300,79,418599052,,,,,22366,22.37,fr2,unknown,no
dataset_2026_05_09_1300,80,418599057,,,,,462685,462.69,tyo,unknown,no
dataset_2026_05_09_1300,81,418599064,,,,,464748,464.75,tyo,unknown,no
dataset_2026_05_09_1300,82,418599071,,,,,18591,18.59,fr2,unknown,no
dataset_2026_05_09_1300,83,418599077,,,,,19326,19.33,fr2,unknown,no
dataset_2026_05_09_1300,84,418599082,,,,,18321,18.32,fr2,unknown,no
dataset_2026_05_09_1300,85,418599087,,,,,18102,18.10,fr2,unknown,no
dataset_2026_05_09_1300,86,418599092,,,,,242463,242.46,dx1,unknown,no
dataset_2026_05_09_1300,87,418599099,,,,,19122,19.12,fr2,unknown,no
dataset_2026_05_09_1300,88,418599104,,,,,17685,17.68,fr2,unknown,no
dataset_2026_05_09_1300,89,418599110,,,,,17538,17.54,fr2,unknown,no
dataset_2026_05_09_1300,90,418599115,,,,,237677,237.68,dx1,unknown,no
dataset_2026_05_09_1300,91,418599122,,,,,18303,18.30,fr2,unknown,no
dataset_2026_05_09_1300,92,418599127,,,,,17368,17.37,fr2,unknown,no
dataset_2026_05_09_1300,93,418599133,,,,,422367,422.37,slc,unknown,no
dataset_2026_05_09_1300,94,418599139,,,,,19188,19.19,fr2,unknown,no
dataset_2026_05_09_1300,95,418599145,,,,,17612,17.61,fr2,unknown,no
dataset_2026_05_09_1300,96,418599151,,,,,18180,18.18,fr2,unknown,no
dataset_2026_05_09_1300,97,418599156,,,,,463589,463.59,tyo,unknown,no
dataset_2026_05_09_1300,98,418599163,,,,,465144,465.14,tyo,unknown,no
dataset_2026_05_09_1300,99,418599171,,,,,240716,240.72,dx1,unknown,no
dataset_2026_05_09_1300,100,418599176,,,,,463885,463.88,tyo,unknown,no
dataset_2026_05_09_1700,6,418634481,,,,,16068,16.07,fr2,unknown,no
dataset_2026_05_09_1700,7,418634486,,,,,24525,24.52,fr2,unknown,no
dataset_2026_05_09_1700,8,418634492,,,,,18282,18.28,fr2,unknown,no
dataset_2026_05_09_1700,9,418634498,,,,,18318,18.32,fr2,unknown,no
dataset_2026_05_09_1700,10,418634503,,,,,18226,18.23,fr2,unknown,no
dataset_2026_05_09_1700,11,418634510,,,,,242415,242.41,dx1,unknown,no
dataset_2026_05_09_1700,12,418634516,,,,,18064,18.06,fr2,unknown,no
dataset_2026_05_09_1700,13,418634522,,,,,18746,18.75,fr2,unknown,no
dataset_2026_05_09_1700,14,418634527,,,,,19362,19.36,fr2,unknown,no
dataset_2026_05_09_1700,15,418634532,,,,,231929,231.93,dx1,unknown,no
dataset_2026_05_09_1700,16,418634538,,,,,18739,18.74,fr2,unknown,no
dataset_2026_05_09_1700,17,418634544,,,,,233703,233.70,dx1,unknown,no
dataset_2026_05_09_1700,18,418634550,,,,,21987,21.99,fr2,unknown,no
dataset_2026_05_09_1700,19,418634555,,,,,18354,18.35,fr2,unknown,no
dataset_2026_05_09_1700,20,418634561,,,,,18843,18.84,fr2,unknown,no
dataset_2026_05_09_1700,21,418634567,,,,,257681,257.68,dx1,unknown,no
dataset_2026_05_09_1700,22,418634573,,,,,22378,22.38,fr2,unknown,no
dataset_2026_05_09_1700,23,418634579,,,,,259629,259.63,dx1,unknown,no
dataset_2026_05_09_1700,24,418634585,,,,,464176,464.18,tyo,unknown,no
dataset_2026_05_09_1700,25,418634591,,,,,469421,469.42,tyo,unknown,no
dataset_2026_05_09_1700,26,418634598,,,,,17963,17.96,fr2,unknown,no
dataset_2026_05_09_1700,27,418634603,,,,,17894,17.89,fr2,unknown,no
dataset_2026_05_09_1700,28,418634609,,,,,18271,18.27,fr2,unknown,no
dataset_2026_05_09_1700,29,418634615,,,,,247441,247.44,dx1,unknown,no
dataset_2026_05_09_1700,30,418634621,,,,,226974,226.97,dx1,unknown,no
dataset_2026_05_09_1700,31,418634627,,,,,463621,463.62,tyo,unknown,no
dataset_2026_05_09_1700,32,418634633,,,,,17522,17.52,fr2,unknown,no
dataset_2026_05_09_1700,33,418634638,,,,,22420,22.42,fr2,unknown,no
dataset_2026_05_09_1700,34,418634644,,,,,18884,18.88,fr2,unknown,no
dataset_2026_05_09_1700,35,418634649,,,,,18049,18.05,fr2,unknown,no
dataset_2026_05_09_1700,36,418634656,,,,,18627,18.63,fr2,unknown,no
dataset_2026_05_09_1700,37,418634661,,,,,17069,17.07,fr2,unknown,no
dataset_2026_05_09_1700,38,418634666,,,,,18890,18.89,fr2,unknown,no
dataset_2026_05_09_1700,39,418634672,,,,,18364,18.36,fr2,unknown,no
dataset_2026_05_09_1700,40,418634678,,,,,18615,18.61,fr2,unknown,no
dataset_2026_05_09_1700,41,418634683,,,,,18898,18.90,fr2,unknown,no
dataset_2026_05_09_1700,42,418634689,,,,,464180,464.18,tyo,unknown,no
dataset_2026_05_09_1700,43,418634695,,,,,18912,18.91,fr2,unknown,no
dataset_2026_05_09_1700,44,418634701,,,,,18917,18.92,fr2,unknown,no
dataset_2026_05_09_1700,45,418634706,,,,,472080,472.08,tyo,unknown,no
dataset_2026_05_09_1700,46,418634713,,,,,18383,18.38,fr2,unknown,no
dataset_2026_05_09_1700,47,418634719,,,,,18146,18.15,fr2,unknown,no
dataset_2026_05_09_1700,48,418634725,,,,,18282,18.28,fr2,unknown,no
dataset_2026_05_09_1700,49,418634731,,,,,18546,18.55,fr2,unknown,no
dataset_2026_05_09_1700,50,418634736,,,,,17838,17.84,fr2,unknown,no
dataset_2026_05_09_1700,51,418634742,,,,,247898,247.90,dx1,unknown,no
dataset_2026_05_09_1700,52,418634748,,,,,17996,18.00,fr2,unknown,no
dataset_2026_05_09_1700,53,418634754,,,,,227624,227.62,dx1,unknown,no
dataset_2026_05_09_1700,54,418634760,,,,,18184,18.18,fr2,unknown,no
dataset_2026_05_09_1700,55,418634765,,,,,18460,18.46,fr2,unknown,no
dataset_2026_05_09_1700,56,418634771,,,,,18943,18.94,fr2,unknown,no
dataset_2026_05_09_1700,57,418634777,,,,,249221,249.22,dx1,unknown,no
dataset_2026_05_09_1700,58,418634783,,,,,17387,17.39,fr2,unknown,no
dataset_2026_05_09_1700,59,418634788,,,,,16384,16.38,fr2,unknown,no
dataset_2026_05_09_1700,60,418634794,,,,,17422,17.42,fr2,unknown,no
dataset_2026_05_09_1700,61,418634799,,,,,16038,16.04,fr2,unknown,no
dataset_2026_05_09_1700,62,418634805,,,,,20863,20.86,fr2,unknown,no
dataset_2026_05_09_1700,63,418634811,,,,,18959,18.96,fr2,unknown,no
dataset_2026_05_09_1700,64,418634817,,,,,18503,18.50,fr2,unknown,no
dataset_2026_05_09_1700,65,418634822,,,,,18470,18.47,fr2,unknown,no
dataset_2026_05_09_1700,66,418634828,,,,,19088,19.09,fr2,unknown,no
dataset_2026_05_09_1700,67,418634834,,,,,18585,18.59,fr2,unknown,no
dataset_2026_05_09_1700,68,418634839,,,,,18262,18.26,fr2,unknown,no
dataset_2026_05_09_1700,69,418634845,,,,,252883,252.88,dx1,unknown,no
dataset_2026_05_09_1700,70,418634851,,,,,465727,465.73,tyo,unknown,no
dataset_2026_05_09_1700,71,418634858,,,,,230990,230.99,dx1,unknown,no
dataset_2026_05_09_1700,72,418634864,,,,,18499,18.50,fr2,unknown,no
dataset_2026_05_09_1700,73,418634869,,,,,19269,19.27,fr2,unknown,no
dataset_2026_05_09_1700,74,418634873,,,,,465798,465.80,tyo,unknown,no
dataset_2026_05_09_1700,75,418634879,,,,,464196,464.20,tyo,unknown,no
dataset_2026_05_09_1700,76,418634886,,,,,18230,18.23,fr2,unknown,no
dataset_2026_05_09_1700,77,418634891,,,,,261709,261.71,dx1,unknown,no
dataset_2026_05_09_1700,78,418634897,,,,,18114,18.11,fr2,unknown,no
dataset_2026_05_09_1700,79,418634903,,,,,21784,21.78,fr2,unknown,no
dataset_2026_05_09_1700,80,418634908,,,,,468592,468.59,tyo,unknown,no
dataset_2026_05_09_1700,81,418634915,,,,,19723,19.72,fr2,unknown,no
dataset_2026_05_09_1700,82,418634920,,,,,19743,19.74,fr2,unknown,no
dataset_2026_05_09_1700,83,418634926,,,,,16125,16.12,fr2,unknown,no
dataset_2026_05_09_1700,84,418634932,,,,,18432,18.43,fr2,unknown,no
dataset_2026_05_09_1700,85,418634938,,,,,17394,17.39,fr2,unknown,no
dataset_2026_05_09_1700,86,418634944,,,,,20200,20.20,fr2,unknown,no
dataset_2026_05_09_1700,87,418634950,,,,,18195,18.20,fr2,unknown,no
dataset_2026_05_09_1700,88,418634956,,,,,469794,469.79,tyo,unknown,no
dataset_2026_05_09_1700,89,418634962,,,,,20225,20.23,fr2,unknown,no
dataset_2026_05_09_1700,90,418634968,,,,,20041,20.04,fr2,unknown,no
dataset_2026_05_09_1700,91,418634974,,,,,241908,241.91,dx1,unknown,no
dataset_2026_05_09_1700,92,418634980,,,,,19381,19.38,fr2,unknown,no
dataset_2026_05_09_1700,93,418634986,,,,,17989,17.99,fr2,unknown,no
dataset_2026_05_09_1700,94,418634991,,,,,18674,18.67,fr2,unknown,no
dataset_2026_05_09_1700,95,418634997,,,,,19861,19.86,fr2,unknown,no
dataset_2026_05_09_1700,96,418635002,,,,,18667,18.67,fr2,unknown,no
dataset_2026_05_09_1700,97,418635008,,,,,22431,22.43,fr2,unknown,no
dataset_2026_05_09_1700,98,418635014,,,,,466228,466.23,tyo,unknown,no
dataset_2026_05_09_1700,99,418635021,,,,,21033,21.03,fr2,unknown,no
dataset_2026_05_09_1700,100,418635026,,,,,18619,18.62,fr2,unknown,no
dataset_2026_05_09_2200,6,418679143,,,,,414695,414.69,slc,unknown,no
dataset_2026_05_09_2200,7,418679150,,,,,19102,19.10,fr2,unknown,no
dataset_2026_05_09_2200,8,418679155,,,,,465554,465.55,tyo,unknown,no
dataset_2026_05_09_2200,9,418679162,,,,,464222,464.22,tyo,unknown,no
dataset_2026_05_09_2200,10,418679168,,,,,18571,18.57,fr2,unknown,no
dataset_2026_05_09_2200,11,418679174,,,,,18179,18.18,fr2,unknown,no
dataset_2026_05_09_2200,12,418679179,,,,,17999,18.00,fr2,unknown,no
dataset_2026_05_09_2200,13,418679185,,,,,18333,18.33,fr2,unknown,no
dataset_2026_05_09_2200,14,418679190,,,,,237352,237.35,dx1,unknown,no
dataset_2026_05_09_2200,15,418679196,,,,,462883,462.88,tyo,unknown,no
dataset_2026_05_09_2200,16,418679203,,,,,18082,18.08,fr2,unknown,no
dataset_2026_05_09_2200,17,418679209,,,,,18165,18.16,fr2,unknown,no
dataset_2026_05_09_2200,18,418679215,,,,,18396,18.40,fr2,unknown,no
dataset_2026_05_09_2200,19,418679221,,,,,18637,18.64,fr2,unknown,no
dataset_2026_05_09_2200,20,418679226,,,,,230073,230.07,dx1,unknown,no
dataset_2026_05_09_2200,21,418679231,,,,,463134,463.13,tyo,unknown,no
dataset_2026_05_09_2200,22,418679238,,,,,18337,18.34,fr2,unknown,no
dataset_2026_05_09_2200,23,418679244,,,,,19856,19.86,fr2,unknown,no
dataset_2026_05_09_2200,24,418679250,,,,,17576,17.58,fr2,unknown,no
dataset_2026_05_09_2200,25,418679256,,,,,18656,18.66,fr2,unknown,no
dataset_2026_05_09_2200,26,418679261,,,,,17873,17.87,fr2,unknown,no
dataset_2026_05_09_2200,27,418679267,,,,,464204,464.20,tyo,unknown,no
dataset_2026_05_09_2200,28,418679273,,,,,18726,18.73,fr2,unknown,no
dataset_2026_05_09_2200,29,418679279,,,,,18512,18.51,fr2,unknown,no
dataset_2026_05_09_2200,30,418679285,,,,,245826,245.83,dx1,unknown,no
dataset_2026_05_09_2200,31,418679291,,,,,18791,18.79,fr2,unknown,no
dataset_2026_05_09_2200,32,418679296,,,,,18521,18.52,fr2,unknown,no
dataset_2026_05_09_2200,33,418679302,,,,,18706,18.71,fr2,unknown,no
dataset_2026_05_09_2200,34,418679307,,,,,463993,463.99,tyo,unknown,no
dataset_2026_05_09_2200,35,418679314,,,,,464145,464.14,tyo,unknown,no
dataset_2026_05_09_2200,36,418679321,,,,,19134,19.13,fr2,unknown,no
dataset_2026_05_09_2200,37,418679326,,,,,17854,17.85,fr2,unknown,no
dataset_2026_05_09_2200,38,418679331,,,,,464290,464.29,tyo,unknown,no
dataset_2026_05_09_2200,39,418679338,,,,,463687,463.69,tyo,unknown,no
dataset_2026_05_09_2200,40,418679344,,,,,235295,235.29,dx1,unknown,no
dataset_2026_05_09_2200,41,418679350,,,,,226090,226.09,dx1,unknown,no
dataset_2026_05_09_2200,42,418679355,,,,,17895,17.89,fr2,unknown,no
dataset_2026_05_09_2200,43,418679361,,,,,18464,18.46,fr2,unknown,no
dataset_2026_05_09_2200,44,418679367,,,,,19182,19.18,fr2,unknown,no
dataset_2026_05_09_2200,45,418679373,,,,,18545,18.55,fr2,unknown,no
dataset_2026_05_09_2200,46,418679379,,,,,463945,463.94,tyo,unknown,no
dataset_2026_05_09_2200,47,418679385,,,,,24942,24.94,fr2,unknown,no
dataset_2026_05_09_2200,48,418679391,,,,,20801,20.80,fr2,unknown,no
dataset_2026_05_09_2200,49,418679396,,,,,18342,18.34,fr2,unknown,no
dataset_2026_05_09_2200,50,418679402,,,,,384512,384.51,slc,unknown,no
dataset_2026_05_09_2200,51,418679408,,,,,18119,18.12,fr2,unknown,no
dataset_2026_05_09_2200,52,418679413,,,,,18016,18.02,fr2,unknown,no
dataset_2026_05_09_2200,53,418679418,,,,,462571,462.57,tyo,unknown,no
dataset_2026_05_09_2200,54,418679424,,,,,18898,18.90,fr2,unknown,no
dataset_2026_05_09_2200,55,418679430,,,,,23611,23.61,fr2,unknown,no
dataset_2026_05_09_2200,56,418679436,,,,,18213,18.21,fr2,unknown,no
dataset_2026_05_09_2200,57,418679441,,,,,254596,254.60,dx1,unknown,no
dataset_2026_05_09_2200,58,418679447,,,,,406668,406.67,slc,unknown,no
dataset_2026_05_09_2200,59,418679453,,,,,23305,23.30,fr2,unknown,no
dataset_2026_05_09_2200,60,418679458,,,,,18435,18.43,fr2,unknown,no
dataset_2026_05_09_2200,61,418679464,,,,,18301,18.30,fr2,unknown,no
dataset_2026_05_09_2200,62,418679470,,,,,409055,409.06,slc,unknown,no
dataset_2026_05_09_2200,63,418679476,,,,,18853,18.85,fr2,unknown,no
dataset_2026_05_09_2200,64,418679482,,,,,392782,392.78,slc,unknown,no
dataset_2026_05_09_2200,65,418679488,,,,,224152,224.15,dx1,unknown,no
dataset_2026_05_09_2200,66,418679494,,,,,18045,18.05,fr2,unknown,no
dataset_2026_05_09_2200,67,418679500,,,,,18599,18.60,fr2,unknown,no
dataset_2026_05_09_2200,68,418679505,,,,,220684,220.68,dx1,unknown,no
dataset_2026_05_09_2200,69,418679511,,,,,23443,23.44,fr2,unknown,no
dataset_2026_05_09_2200,70,418679516,,,,,19904,19.90,fr2,unknown,no
dataset_2026_05_09_2200,71,418679521,,,,,17143,17.14,fr2,unknown,no
dataset_2026_05_09_2200,72,418679527,,,,,22609,22.61,fr2,unknown,no
dataset_2026_05_09_2200,73,418679533,,,,,464657,464.66,tyo,unknown,no
dataset_2026_05_09_2200,74,418679539,,,,,463766,463.77,tyo,unknown,no
dataset_2026_05_09_2200,75,418679546,,,,,22211,22.21,fr2,unknown,no
dataset_2026_05_09_2200,76,418679552,,,,,463516,463.52,tyo,unknown,no
dataset_2026_05_09_2200,77,418679559,,,,,463999,464.00,tyo,unknown,no
dataset_2026_05_09_2200,78,418679565,,,,,18774,18.77,fr2,unknown,no
dataset_2026_05_09_2200,79,418679570,,,,,23853,23.85,fr2,unknown,no
dataset_2026_05_09_2200,80,418679576,,,,,18371,18.37,fr2,unknown,no
dataset_2026_05_09_2200,81,418679581,,,,,18615,18.61,fr2,unknown,no
dataset_2026_05_09_2200,82,418679587,,,,,18135,18.14,fr2,unknown,no
dataset_2026_05_09_2200,83,418679592,,,,,18363,18.36,fr2,unknown,no
dataset_2026_05_09_2200,84,418679597,,,,,16446,16.45,fr2,unknown,no
dataset_2026_05_09_2200,85,418679603,,,,,464205,464.20,tyo,unknown,no
dataset_2026_05_09_2200,86,418679609,,,,,26258,26.26,fr2,unknown,no
dataset_2026_05_09_2200,87,418679614,,,,,18794,18.79,fr2,unknown,no
dataset_2026_05_09_2200,88,418679620,,,,,415704,415.70,slc,unknown,no
dataset_2026_05_09_2200,89,418679627,,,,,464117,464.12,tyo,unknown,no
dataset_2026_05_09_2200,90,418679633,,,,,326873,326.87,slc,unknown,no
dataset_2026_05_09_2200,91,418679639,,,,,464336,464.34,tyo,unknown,no
dataset_2026_05_09_2200,92,418679645,,,,,18073,18.07,fr2,unknown,no
dataset_2026_05_09_2200,93,418679650,,,,,18132,18.13,fr2,unknown,no
dataset_2026_05_09_2200,94,418679656,,,,,18699,18.70,fr2,unknown,no
dataset_2026_05_09_2200,95,418679660,,,,,18485,18.48,fr2,unknown,no
dataset_2026_05_09_2200,96,418679664,,,,,18954,18.95,fr2,unknown,no
dataset_2026_05_09_2200,97,418679669,,,,,470447,470.45,tyo,unknown,no
dataset_2026_05_09_2200,98,418679676,,,,,18787,18.79,fr2,unknown,no
dataset_2026_05_09_2200,99,418679682,,,,,18192,18.19,fr2,unknown,no
dataset_2026_05_09_2200,100,418679688,,,,,18282,18.28,fr2,unknown,no
dataset_2026_05_10_0200,6,418714905,,,,,228910,228.91,dx1,unknown,no
dataset_2026_05_10_0200,7,418714911,,,,,19211,19.21,fr2,unknown,no
dataset_2026_05_10_0200,8,418714917,,,,,18784,18.78,fr2,unknown,no
dataset_2026_05_10_0200,9,418714923,,,,,482553,482.55,tyo,unknown,no
dataset_2026_05_10_0200,10,418714929,,,,,222022,222.02,dx1,unknown,no
dataset_2026_05_10_0200,11,418714935,,,,,18416,18.42,fr2,unknown,no
dataset_2026_05_10_0200,12,418714940,,,,,18647,18.65,fr2,unknown,no
dataset_2026_05_10_0200,13,418714945,,,,,20102,20.10,fr2,unknown,no
dataset_2026_05_10_0200,14,418714950,,,,,18458,18.46,fr2,unknown,no
dataset_2026_05_10_0200,15,418714956,,,,,18353,18.35,fr2,unknown,no
dataset_2026_05_10_0200,16,418714962,,,,,17450,17.45,fr2,unknown,no
dataset_2026_05_10_0200,17,418714967,,,,,461451,461.45,tyo,unknown,no
dataset_2026_05_10_0200,18,418714974,,,,,18341,18.34,fr2,unknown,no
dataset_2026_05_10_0200,19,418714980,,,,,461583,461.58,tyo,unknown,no
dataset_2026_05_10_0200,20,418714987,,,,,236019,236.02,dx1,unknown,no
dataset_2026_05_10_0200,21,418714992,,,,,18387,18.39,fr2,unknown,no
dataset_2026_05_10_0200,22,418714997,,,,,18599,18.60,fr2,unknown,no
dataset_2026_05_10_0200,23,418715003,,,,,461529,461.53,tyo,unknown,no
dataset_2026_05_10_0200,24,418715009,,,,,16804,16.80,fr2,unknown,no
dataset_2026_05_10_0200,25,418715015,,,,,18796,18.80,fr2,unknown,no
dataset_2026_05_10_0200,26,418715020,,,,,18273,18.27,fr2,unknown,no
dataset_2026_05_10_0200,27,418715025,,,,,225093,225.09,dx1,unknown,no
dataset_2026_05_10_0200,28,418715032,,,,,221975,221.97,dx1,unknown,no
dataset_2026_05_10_0200,29,418715038,,,,,18613,18.61,fr2,unknown,no
dataset_2026_05_10_0200,30,418715044,,,,,18555,18.55,fr2,unknown,no
dataset_2026_05_10_0200,31,418715050,,,,,18224,18.22,fr2,unknown,no
dataset_2026_05_10_0200,32,418715055,,,,,19023,19.02,fr2,unknown,no
dataset_2026_05_10_0200,33,418715060,,,,,18828,18.83,fr2,unknown,no
dataset_2026_05_10_0200,34,418715066,,,,,18623,18.62,fr2,unknown,no
dataset_2026_05_10_0200,35,418715072,,,,,18098,18.10,fr2,unknown,no
dataset_2026_05_10_0200,36,418715078,,,,,16333,16.33,fr2,unknown,no
dataset_2026_05_10_0200,37,418715083,,,,,923863,923.86,tyo,unknown,no
dataset_2026_05_10_0200,38,418715091,,,,,19158,19.16,fr2,unknown,no
dataset_2026_05_10_0200,39,418715097,,,,,18814,18.81,fr2,unknown,no
dataset_2026_05_10_0200,40,418715102,,,,,462429,462.43,tyo,unknown,no
dataset_2026_05_10_0200,41,418715109,,,,,19435,19.43,fr2,unknown,no
dataset_2026_05_10_0200,42,418715115,,,,,18310,18.31,fr2,unknown,no
dataset_2026_05_10_0200,43,418715120,,,,,18560,18.56,fr2,unknown,no
dataset_2026_05_10_0200,44,418715126,,,,,234233,234.23,dx1,unknown,no
dataset_2026_05_10_0200,45,418715131,,,,,18390,18.39,fr2,unknown,no
dataset_2026_05_10_0200,46,418715135,,,,,18352,18.35,fr2,unknown,no
dataset_2026_05_10_0200,47,418715141,,,,,18043,18.04,fr2,unknown,no
dataset_2026_05_10_0200,48,418715147,,,,,18253,18.25,fr2,unknown,no
dataset_2026_05_10_0200,49,418715152,,,,,18027,18.03,fr2,unknown,no
dataset_2026_05_10_0200,50,418715157,,,,,17495,17.50,fr2,unknown,no
dataset_2026_05_10_0200,51,418715163,,,,,459998,460.00,tyo,unknown,no
dataset_2026_05_10_0200,52,418715170,,,,,18411,18.41,fr2,unknown,no
dataset_2026_05_10_0200,53,418715175,,,,,461508,461.51,tyo,unknown,no
dataset_2026_05_10_0200,54,418715183,,,,,461729,461.73,tyo,unknown,no
dataset_2026_05_10_0200,55,418715189,,,,,18778,18.78,fr2,unknown,no
dataset_2026_05_10_0200,56,418715195,,,,,228691,228.69,dx1,unknown,no
dataset_2026_05_10_0200,57,418715201,,,,,230830,230.83,dx1,unknown,no
dataset_2026_05_10_0200,58,418715206,,,,,213509,213.51,ewr,unknown,no
dataset_2026_05_10_0200,59,418715212,,,,,18380,18.38,fr2,unknown,no
dataset_2026_05_10_0200,60,418715218,,,,,214568,214.57,ewr,unknown,no
dataset_2026_05_10_0200,61,418715223,,,,,459475,459.48,tyo,unknown,no
dataset_2026_05_10_0200,62,418715230,,,,,459963,459.96,tyo,unknown,no
dataset_2026_05_10_0200,63,418715237,,,,,402554,402.55,slc,unknown,no
dataset_2026_05_10_0200,64,418715244,,,,,19171,19.17,fr2,unknown,no
dataset_2026_05_10_0200,65,418715250,,,,,226969,226.97,dx1,unknown,no
dataset_2026_05_10_0200,66,418715256,,,,,221385,221.38,dx1,unknown,no
dataset_2026_05_10_0200,67,418715262,,,,,217888,217.89,ewr,unknown,no
dataset_2026_05_10_0200,68,418715267,,,,,461625,461.62,tyo,unknown,no
dataset_2026_05_10_0200,69,418715275,,,,,224799,224.80,dx1,unknown,no
dataset_2026_05_10_0200,70,418715280,,,,,20760,20.76,fr2,unknown,no
dataset_2026_05_10_0200,71,418715286,,,,,220766,220.77,dx1,unknown,no
dataset_2026_05_10_0200,72,418715292,,,,,17763,17.76,fr2,unknown,no
dataset_2026_05_10_0200,73,418715298,,,,,18690,18.69,fr2,unknown,no
dataset_2026_05_10_0200,74,418715303,,,,,18897,18.90,fr2,unknown,no
dataset_2026_05_10_0200,75,418715309,,,,,18355,18.36,fr2,unknown,no
dataset_2026_05_10_0200,76,418715315,,,,,227026,227.03,dx1,unknown,no
dataset_2026_05_10_0200,77,418715321,,,,,17445,17.45,fr2,unknown,no
dataset_2026_05_10_0200,78,418715327,,,,,18569,18.57,fr2,unknown,no
dataset_2026_05_10_0200,79,418715332,,,,,18148,18.15,fr2,unknown,no
dataset_2026_05_10_0200,80,418715337,,,,,18904,18.90,fr2,unknown,no
dataset_2026_05_10_0200,81,418715342,,,,,18548,18.55,fr2,unknown,no
dataset_2026_05_10_0200,82,418715348,,,,,18483,18.48,fr2,unknown,no
dataset_2026_05_10_0200,83,418715354,,,,,18496,18.50,fr2,unknown,no
dataset_2026_05_10_0200,84,418715359,,,,,18504,18.50,fr2,unknown,no
dataset_2026_05_10_0200,85,418715365,,,,,18645,18.64,fr2,unknown,no
dataset_2026_05_10_0200,86,418715370,,,,,237428,237.43,dx1,unknown,no
dataset_2026_05_10_0200,87,418715376,,,,,19199,19.20,fr2,unknown,no
dataset_2026_05_10_0200,88,418715381,,,,,461843,461.84,tyo,unknown,no
dataset_2026_05_10_0200,89,418715387,,,,,18526,18.53,fr2,unknown,no
dataset_2026_05_10_0200,90,418715393,,,,,461384,461.38,tyo,unknown,no
dataset_2026_05_10_0200,91,418715399,,,,,18231,18.23,fr2,unknown,no
dataset_2026_05_10_0200,92,418715404,,,,,461527,461.53,tyo,unknown,no
dataset_2026_05_10_0200,93,418715411,,,,,19074,19.07,fr2,unknown,no
dataset_2026_05_10_0200,94,418715417,,,,,461678,461.68,tyo,unknown,no
dataset_2026_05_10_0200,95,418715423,,,,,228945,228.94,dx1,unknown,no
dataset_2026_05_10_0200,96,418715428,,,,,17211,17.21,fr2,unknown,no
dataset_2026_05_10_0200,97,418715434,,,,,18542,18.54,fr2,unknown,no
dataset_2026_05_10_0200,98,418715440,,,,,18208,18.21,fr2,unknown,no
dataset_2026_05_10_0200,99,418715446,,,,,18092,18.09,fr2,unknown,no
dataset_2026_05_10_0200,100,418715451,,,,,18488,18.49,fr2,unknown,no
dataset_2026_05_10_0800,6,418768529,,,,,20850,20.85,fr2,unknown,no
dataset_2026_05_10_0800,7,418768535,,,,,19454,19.45,fr2,unknown,no
dataset_2026_05_10_0800,8,418768540,,,,,18205,18.20,fr2,unknown,no
dataset_2026_05_10_0800,9,418768545,,,,,21582,21.58,fr2,unknown,no
dataset_2026_05_10_0800,10,418768551,,,,,222844,222.84,dx1,unknown,no
dataset_2026_05_10_0800,11,418768557,,,,,18795,18.80,fr2,unknown,no
dataset_2026_05_10_0800,12,418768562,,,,,18835,18.84,fr2,unknown,no
dataset_2026_05_10_0800,13,418768568,,,,,223669,223.67,dx1,unknown,no
dataset_2026_05_10_0800,14,418768574,,,,,19134,19.13,fr2,unknown,no
dataset_2026_05_10_0800,15,418768580,,,,,225482,225.48,dx1,unknown,no
dataset_2026_05_10_0800,16,418768586,,,,,16824,16.82,fr2,unknown,no
dataset_2026_05_10_0800,17,418768591,,,,,18674,18.67,fr2,unknown,no
dataset_2026_05_10_0800,18,418768598,,,,,18086,18.09,fr2,unknown,no
dataset_2026_05_10_0800,19,418768603,,,,,232731,232.73,dx1,unknown,no
dataset_2026_05_10_0800,20,418768609,,,,,17628,17.63,fr2,unknown,no
