dataset,run_id,slot,leader_pubkey,leader_name,leader_city,leader_country,client_us,client_ms,observed_bucket,expected_bucket,match
dataset_2026_05_07_2200,44,418249249,,,,,18812,18.81,fr2,unknown,no
dataset_2026_05_07_2200,45,418249253,,,,,18509,18.51,fr2,unknown,no
dataset_2026_05_07_2200,46,418249259,,,,,450825,450.82,tyo,unknown,no
dataset_2026_05_07_2200,47,418249266,,,,,464568,464.57,tyo,unknown,no
dataset_2026_05_07_2200,48,418249273,,,,,18558,18.56,fr2,unknown,no
dataset_2026_05_07_2200,49,418249279,,,,,187331,187.33,ewr,unknown,no
dataset_2026_05_07_2200,50,418249284,,,,,18388,18.39,fr2,unknown,no
dataset_2026_05_07_2200,51,418249290,,,,,18434,18.43,fr2,unknown,no
dataset_2026_05_07_2200,52,418249295,,,,,18297,18.30,fr2,unknown,no
dataset_2026_05_07_2200,53,418249301,,,,,18385,18.39,fr2,unknown,no
dataset_2026_05_07_2200,54,418249307,,,,,18289,18.29,fr2,unknown,no
dataset_2026_05_07_2200,55,418249313,,,,,181719,181.72,ewr,unknown,no
dataset_2026_05_07_2200,56,418249318,,,,,122074,122.07,ewr,unknown,no
dataset_2026_05_07_2200,57,418249324,,,,,18455,18.45,fr2,unknown,no
dataset_2026_05_07_2200,58,418249330,,,,,18740,18.74,fr2,unknown,no
dataset_2026_05_07_2200,59,418249336,,,,,18782,18.78,fr2,unknown,no
dataset_2026_05_07_2200,60,418249342,,,,,17912,17.91,fr2,unknown,no
dataset_2026_05_07_2200,61,418249347,,,,,181307,181.31,ewr,unknown,no
dataset_2026_05_07_2200,62,418249353,,,,,186903,186.90,ewr,unknown,no
dataset_2026_05_07_2200,63,418249359,,,,,18694,18.69,fr2,unknown,no
dataset_2026_05_07_2200,64,418249365,,,,,18390,18.39,fr2,unknown,no
dataset_2026_05_07_2200,65,418249369,,,,,16628,16.63,fr2,unknown,no
dataset_2026_05_07_2200,66,418249375,,,,,183870,183.87,ewr,unknown,no
dataset_2026_05_07_2200,67,418249381,,,,,461698,461.70,tyo,unknown,no
dataset_2026_05_07_2200,68,418249387,,,,,18902,18.90,fr2,unknown,no
dataset_2026_05_07_2200,69,418249392,,,,,17245,17.25,fr2,unknown,no
dataset_2026_05_07_2200,70,418249397,,,,,461264,461.26,tyo,unknown,no
dataset_2026_05_07_2200,71,418249403,,,,,18450,18.45,fr2,unknown,no
dataset_2026_05_07_2200,72,418249409,,,,,441124,441.12,tyo,unknown,no
dataset_2026_05_07_2200,73,418249415,,,,,21305,21.30,fr2,unknown,no
dataset_2026_05_07_2200,74,418249421,,,,,180838,180.84,ewr,unknown,no
dataset_2026_05_07_2200,75,418249426,,,,,16663,16.66,fr2,unknown,no
dataset_2026_05_07_2200,76,418249432,,,,,18023,18.02,fr2,unknown,no
dataset_2026_05_07_2200,77,418249437,,,,,18603,18.60,fr2,unknown,no
dataset_2026_05_07_2200,78,418249443,,,,,421836,421.84,slc,unknown,no
dataset_2026_05_07_2200,79,418249449,,,,,18350,18.35,fr2,unknown,no
dataset_2026_05_07_2200,80,418249455,,,,,461544,461.54,tyo,unknown,no
dataset_2026_05_07_2200,81,418249462,,,,,18168,18.17,fr2,unknown,no
dataset_2026_05_07_2200,82,418249467,,,,,18755,18.75,fr2,unknown,no
dataset_2026_05_07_2200,83,418249473,,,,,22473,22.47,fr2,unknown,no
dataset_2026_05_07_2200,84,418249479,,,,,460625,460.62,tyo,unknown,no
dataset_2026_05_07_2200,85,418249486,,,,,181088,181.09,ewr,unknown,no
dataset_2026_05_07_2200,86,418249492,,,,,17883,17.88,fr2,unknown,no
dataset_2026_05_07_2200,87,418249498,,,,,18378,18.38,fr2,unknown,no
dataset_2026_05_07_2200,88,418249504,,,,,459761,459.76,tyo,unknown,no
dataset_2026_05_07_2200,89,418249510,,,,,18730,18.73,fr2,unknown,no
dataset_2026_05_07_2200,90,418249516,,,,,383244,383.24,slc,unknown,no
dataset_2026_05_07_2200,91,418249523,,,,,19260,19.26,fr2,unknown,no
dataset_2026_05_07_2200,92,418249528,,,,,181321,181.32,ewr,unknown,no
dataset_2026_05_07_2200,93,418249534,,,,,181711,181.71,ewr,unknown,no
dataset_2026_05_07_2200,94,418249540,,,,,18858,18.86,fr2,unknown,no
dataset_2026_05_07_2200,95,418249546,,,,,829762,829.76,tyo,unknown,no
dataset_2026_05_07_2200,96,418249553,,,,,180787,180.79,ewr,unknown,no
dataset_2026_05_07_2200,97,418249559,,,,,17977,17.98,fr2,unknown,no
dataset_2026_05_07_2200,98,418249565,,,,,366539,366.54,slc,unknown,no
dataset_2026_05_07_2200,99,418249571,,,,,181144,181.14,ewr,unknown,no
dataset_2026_05_07_2200,100,418249577,,,,,461485,461.49,tyo,unknown,no
dataset_2026_05_08_0200,6,418284882,,,,,17659,17.66,fr2,unknown,no
dataset_2026_05_08_0200,7,418284888,,,,,227484,227.48,dx1,unknown,no
dataset_2026_05_08_0200,8,418284894,,,,,461434,461.43,tyo,unknown,no
dataset_2026_05_08_0200,9,418284897,,,,,18719,18.72,fr2,unknown,no
dataset_2026_05_08_0200,10,418284903,,,,,432852,432.85,tyo,unknown,no
dataset_2026_05_08_0200,11,418284909,,,,,18582,18.58,fr2,unknown,no
dataset_2026_05_08_0200,12,418284915,,,,,18508,18.51,fr2,unknown,no
dataset_2026_05_08_0200,13,418284920,,,,,18551,18.55,fr2,unknown,no
dataset_2026_05_08_0200,14,418284926,,,,,18575,18.57,fr2,unknown,no
dataset_2026_05_08_0200,15,418284932,,,,,231547,231.55,dx1,unknown,no
dataset_2026_05_08_0200,16,418284937,,,,,18782,18.78,fr2,unknown,no
dataset_2026_05_08_0200,17,418284942,,,,,461359,461.36,tyo,unknown,no
dataset_2026_05_08_0200,18,418284949,,,,,18470,18.47,fr2,unknown,no
dataset_2026_05_08_0200,19,418284955,,,,,18579,18.58,fr2,unknown,no
dataset_2026_05_08_0200,20,418284961,,,,,461331,461.33,tyo,unknown,no
dataset_2026_05_08_0200,21,418284968,,,,,18482,18.48,fr2,unknown,no
dataset_2026_05_08_0200,22,418284975,,,,,461457,461.46,tyo,unknown,no
dataset_2026_05_08_0200,23,418284982,,,,,18715,18.71,fr2,unknown,no
dataset_2026_05_08_0200,24,418284988,,,,,18818,18.82,fr2,unknown,no
dataset_2026_05_08_0200,25,418284993,,,,,18443,18.44,fr2,unknown,no
dataset_2026_05_08_0200,26,418284999,,,,,18136,18.14,fr2,unknown,no
dataset_2026_05_08_0200,27,418285005,,,,,18641,18.64,fr2,unknown,no
dataset_2026_05_08_0200,28,418285011,,,,,462548,462.55,tyo,unknown,no
dataset_2026_05_08_0200,29,418285018,,,,,18950,18.95,fr2,unknown,no
dataset_2026_05_08_0200,30,418285024,,,,,223618,223.62,dx1,unknown,no
dataset_2026_05_08_0200,31,418285029,,,,,18101,18.10,fr2,unknown,no
dataset_2026_05_08_0200,32,418285035,,,,,18495,18.50,fr2,unknown,no
dataset_2026_05_08_0200,33,418285041,,,,,18704,18.70,fr2,unknown,no
dataset_2026_05_08_0200,34,418285046,,,,,18323,18.32,fr2,unknown,no
dataset_2026_05_08_0200,35,418285051,,,,,19377,19.38,fr2,unknown,no
dataset_2026_05_08_0200,36,418285056,,,,,237492,237.49,dx1,unknown,no
dataset_2026_05_08_0200,37,418285062,,,,,18317,18.32,fr2,unknown,no
dataset_2026_05_08_0200,38,418285068,,,,,18873,18.87,fr2,unknown,no
dataset_2026_05_08_0200,39,418285074,,,,,18697,18.70,fr2,unknown,no
dataset_2026_05_08_0200,40,418285079,,,,,217627,217.63,ewr,unknown,no
dataset_2026_05_08_0200,41,418285084,,,,,18638,18.64,fr2,unknown,no
dataset_2026_05_08_0200,42,418285090,,,,,224830,224.83,dx1,unknown,no
dataset_2026_05_08_0200,43,418285096,,,,,18621,18.62,fr2,unknown,no
dataset_2026_05_08_0200,44,418285102,,,,,18100,18.10,fr2,unknown,no
dataset_2026_05_08_0200,45,418285107,,,,,18371,18.37,fr2,unknown,no
dataset_2026_05_08_0200,46,418285112,,,,,18752,18.75,fr2,unknown,no
dataset_2026_05_08_0200,47,418285118,,,,,18592,18.59,fr2,unknown,no
dataset_2026_05_08_0200,48,418285124,,,,,19192,19.19,fr2,unknown,no
dataset_2026_05_08_0200,49,418285130,,,,,18292,18.29,fr2,unknown,no
dataset_2026_05_08_0200,50,418285135,,,,,16010,16.01,fr2,unknown,no
dataset_2026_05_08_0200,51,418285140,,,,,18675,18.68,fr2,unknown,no
dataset_2026_05_08_0200,52,418285146,,,,,18196,18.20,fr2,unknown,no
dataset_2026_05_08_0200,53,418285152,,,,,18360,18.36,fr2,unknown,no
dataset_2026_05_08_0200,54,418285158,,,,,18463,18.46,fr2,unknown,no
dataset_2026_05_08_0200,55,418285163,,,,,18453,18.45,fr2,unknown,no
dataset_2026_05_08_0200,56,418285169,,,,,18591,18.59,fr2,unknown,no
dataset_2026_05_08_0200,57,418285174,,,,,460695,460.69,tyo,unknown,no
dataset_2026_05_08_0200,58,418285181,,,,,19104,19.10,fr2,unknown,no
dataset_2026_05_08_0200,59,418285186,,,,,18278,18.28,fr2,unknown,no
dataset_2026_05_08_0200,60,418285191,,,,,18895,18.89,fr2,unknown,no
dataset_2026_05_08_0200,61,418285196,,,,,218258,218.26,ewr,unknown,no
dataset_2026_05_08_0200,62,418285203,,,,,18424,18.42,fr2,unknown,no
dataset_2026_05_08_0200,63,418285207,,,,,17943,17.94,fr2,unknown,no
dataset_2026_05_08_0200,64,418285213,,,,,18642,18.64,fr2,unknown,no
dataset_2026_05_08_0200,65,418285219,,,,,18811,18.81,fr2,unknown,no
dataset_2026_05_08_0200,66,418285224,,,,,460200,460.20,tyo,unknown,no
dataset_2026_05_08_0200,67,418285230,,,,,237057,237.06,dx1,unknown,no
dataset_2026_05_08_0200,68,418285236,,,,,18548,18.55,fr2,unknown,no
dataset_2026_05_08_0200,69,418285241,,,,,227566,227.57,dx1,unknown,no
dataset_2026_05_08_0200,70,418285247,,,,,460292,460.29,tyo,unknown,no
dataset_2026_05_08_0200,71,418285255,,,,,18596,18.60,fr2,unknown,no
dataset_2026_05_08_0200,72,418285260,,,,,18182,18.18,fr2,unknown,no
dataset_2026_05_08_0200,73,418285266,,,,,18344,18.34,fr2,unknown,no
dataset_2026_05_08_0200,74,418285272,,,,,17924,17.92,fr2,unknown,no
dataset_2026_05_08_0200,75,418285277,,,,,440414,440.41,tyo,unknown,no
dataset_2026_05_08_0200,76,418285284,,,,,234361,234.36,dx1,unknown,no
dataset_2026_05_08_0200,77,418285290,,,,,365801,365.80,slc,unknown,no
dataset_2026_05_08_0200,78,418285296,,,,,222860,222.86,dx1,unknown,no
dataset_2026_05_08_0200,79,418285303,,,,,181460,181.46,ewr,unknown,no
dataset_2026_05_08_0200,80,418285308,,,,,19591,19.59,fr2,unknown,no
dataset_2026_05_08_0200,81,418285314,,,,,18243,18.24,fr2,unknown,no
dataset_2026_05_08_0200,82,418285320,,,,,19258,19.26,fr2,unknown,no
dataset_2026_05_08_0200,83,418285325,,,,,18899,18.90,fr2,unknown,no
dataset_2026_05_08_0200,84,418285331,,,,,18129,18.13,fr2,unknown,no
dataset_2026_05_08_0200,85,418285336,,,,,19107,19.11,fr2,unknown,no
dataset_2026_05_08_0200,86,418285342,,,,,181753,181.75,ewr,unknown,no
dataset_2026_05_08_0200,87,418285348,,,,,532408,532.41,tyo,unknown,no
dataset_2026_05_08_0200,88,418285355,,,,,181504,181.50,ewr,unknown,no
dataset_2026_05_08_0200,89,418285360,,,,,18312,18.31,fr2,unknown,no
dataset_2026_05_08_0200,90,418285366,,,,,18471,18.47,fr2,unknown,no
dataset_2026_05_08_0200,91,418285371,,,,,371647,371.65,slc,unknown,no
dataset_2026_05_08_0200,92,418285378,,,,,18727,18.73,fr2,unknown,no
dataset_2026_05_08_0200,93,418285383,,,,,17625,17.62,fr2,unknown,no
dataset_2026_05_08_0200,94,418285389,,,,,18428,18.43,fr2,unknown,no
dataset_2026_05_08_0200,95,418285394,,,,,182423,182.42,ewr,unknown,no
dataset_2026_05_08_0200,96,418285399,,,,,461070,461.07,tyo,unknown,no
dataset_2026_05_08_0200,97,418285406,,,,,18212,18.21,fr2,unknown,no
dataset_2026_05_08_0200,98,418285411,,,,,15935,15.94,fr2,unknown,no
dataset_2026_05_08_0200,99,418285417,,,,,18537,18.54,fr2,unknown,no
dataset_2026_05_08_0200,100,418285423,,,,,460771,460.77,tyo,unknown,no
dataset_2026_05_08_0800,6,418338799,,,,,464488,464.49,tyo,unknown,no
dataset_2026_05_08_0800,7,418338806,,,,,18178,18.18,fr2,unknown,no
dataset_2026_05_08_0800,8,418338811,,,,,17211,17.21,fr2,unknown,no
dataset_2026_05_08_0800,9,418338817,,,,,17925,17.93,fr2,unknown,no
dataset_2026_05_08_0800,10,418338822,,,,,18156,18.16,fr2,unknown,no
dataset_2026_05_08_0800,11,418338829,,,,,219858,219.86,ewr,unknown,no
dataset_2026_05_08_0800,12,418338834,,,,,223928,223.93,dx1,unknown,no
dataset_2026_05_08_0800,13,418338840,,,,,228044,228.04,dx1,unknown,no
dataset_2026_05_08_0800,14,418338846,,,,,18132,18.13,fr2,unknown,no
dataset_2026_05_08_0800,15,418338853,,,,,221095,221.09,dx1,unknown,no
dataset_2026_05_08_0800,16,418338858,,,,,18367,18.37,fr2,unknown,no
dataset_2026_05_08_0800,17,418338864,,,,,17714,17.71,fr2,unknown,no
dataset_2026_05_08_0800,18,418338869,,,,,221196,221.20,dx1,unknown,no
dataset_2026_05_08_0800,19,418338875,,,,,211868,211.87,ewr,unknown,no
dataset_2026_05_08_0800,20,418338881,,,,,18534,18.53,fr2,unknown,no
dataset_2026_05_08_0800,21,418338886,,,,,18771,18.77,fr2,unknown,no
dataset_2026_05_08_0800,22,418338891,,,,,18512,18.51,fr2,unknown,no
dataset_2026_05_08_0800,23,418338897,,,,,18978,18.98,fr2,unknown,no
dataset_2026_05_08_0800,24,418338903,,,,,18105,18.11,fr2,unknown,no
dataset_2026_05_08_0800,25,418338909,,,,,18913,18.91,fr2,unknown,no
dataset_2026_05_08_0800,26,418338914,,,,,15969,15.97,fr2,unknown,no
dataset_2026_05_08_0800,27,418338920,,,,,18485,18.48,fr2,unknown,no
dataset_2026_05_08_0800,28,418338925,,,,,226735,226.74,dx1,unknown,no
dataset_2026_05_08_0800,29,418338931,,,,,18428,18.43,fr2,unknown,no
dataset_2026_05_08_0800,30,418338937,,,,,16839,16.84,fr2,unknown,no
dataset_2026_05_08_0800,31,418338942,,,,,18919,18.92,fr2,unknown,no
dataset_2026_05_08_0800,32,418338948,,,,,18607,18.61,fr2,unknown,no
dataset_2026_05_08_0800,33,418338954,,,,,464833,464.83,tyo,unknown,no
dataset_2026_05_08_0800,34,418338961,,,,,18302,18.30,fr2,unknown,no
dataset_2026_05_08_0800,35,418338966,,,,,229881,229.88,dx1,unknown,no
dataset_2026_05_08_0800,36,418338972,,,,,18831,18.83,fr2,unknown,no
dataset_2026_05_08_0800,37,418338978,,,,,213236,213.24,ewr,unknown,no
dataset_2026_05_08_0800,38,418338984,,,,,223175,223.18,dx1,unknown,no
dataset_2026_05_08_0800,39,418338989,,,,,226747,226.75,dx1,unknown,no
dataset_2026_05_08_0800,40,418338996,,,,,18515,18.52,fr2,unknown,no
dataset_2026_05_08_0800,41,418339002,,,,,18227,18.23,fr2,unknown,no
dataset_2026_05_08_0800,42,418339007,,,,,18804,18.80,fr2,unknown,no
dataset_2026_05_08_0800,43,418339013,,,,,18594,18.59,fr2,unknown,no
dataset_2026_05_08_0800,44,418339018,,,,,18509,18.51,fr2,unknown,no
dataset_2026_05_08_0800,45,418339024,,,,,233425,233.43,dx1,unknown,no
dataset_2026_05_08_0800,46,418339030,,,,,18703,18.70,fr2,unknown,no
dataset_2026_05_08_0800,47,418339035,,,,,222374,222.37,dx1,unknown,no
dataset_2026_05_08_0800,48,418339041,,,,,18907,18.91,fr2,unknown,no
dataset_2026_05_08_0800,49,418339046,,,,,19035,19.04,fr2,unknown,no
dataset_2026_05_08_0800,50,418339052,,,,,18729,18.73,fr2,unknown,no
dataset_2026_05_08_0800,51,418339058,,,,,18157,18.16,fr2,unknown,no
dataset_2026_05_08_0800,52,418339064,,,,,403719,403.72,slc,unknown,no
dataset_2026_05_08_0800,53,418339071,,,,,464971,464.97,tyo,unknown,no
dataset_2026_05_08_0800,54,418339075,,,,,17210,17.21,fr2,unknown,no
dataset_2026_05_08_0800,55,418339079,,,,,18536,18.54,fr2,unknown,no
dataset_2026_05_08_0800,56,418339084,,,,,18621,18.62,fr2,unknown,no
dataset_2026_05_08_0800,57,418339089,,,,,18386,18.39,fr2,unknown,no
dataset_2026_05_08_0800,58,418339094,,,,,18169,18.17,fr2,unknown,no
dataset_2026_05_08_0800,59,418339100,,,,,465380,465.38,tyo,unknown,no
dataset_2026_05_08_0800,60,418339107,,,,,464630,464.63,tyo,unknown,no
dataset_2026_05_08_0800,61,418339113,,,,,19663,19.66,fr2,unknown,no
dataset_2026_05_08_0800,62,418339119,,,,,464942,464.94,tyo,unknown,no
dataset_2026_05_08_0800,63,418339125,,,,,228156,228.16,dx1,unknown,no
dataset_2026_05_08_0800,64,418339131,,,,,18430,18.43,fr2,unknown,no
dataset_2026_05_08_0800,65,418339136,,,,,15898,15.90,fr2,unknown,no
dataset_2026_05_08_0800,66,418339142,,,,,209195,209.19,ewr,unknown,no
dataset_2026_05_08_0800,67,418339148,,,,,462468,462.47,tyo,unknown,no
dataset_2026_05_08_0800,68,418339155,,,,,18157,18.16,fr2,unknown,no
dataset_2026_05_08_0800,69,418339160,,,,,18323,18.32,fr2,unknown,no
dataset_2026_05_08_0800,70,418339164,,,,,17702,17.70,fr2,unknown,no
dataset_2026_05_08_0800,71,418339167,,,,,17519,17.52,fr2,unknown,no
dataset_2026_05_08_0800,72,418339173,,,,,18571,18.57,fr2,unknown,no
dataset_2026_05_08_0800,73,418339179,,,,,18724,18.72,fr2,unknown,no
dataset_2026_05_08_0800,74,418339184,,,,,221629,221.63,dx1,unknown,no
dataset_2026_05_08_0800,75,418339190,,,,,18743,18.74,fr2,unknown,no
dataset_2026_05_08_0800,76,418339195,,,,,18636,18.64,fr2,unknown,no
dataset_2026_05_08_0800,77,418339202,,,,,18988,18.99,fr2,unknown,no
dataset_2026_05_08_0800,78,418339207,,,,,18812,18.81,fr2,unknown,no
dataset_2026_05_08_0800,79,418339212,,,,,18495,18.50,fr2,unknown,no
dataset_2026_05_08_0800,80,418339218,,,,,17436,17.44,fr2,unknown,no
dataset_2026_05_08_0800,81,418339223,,,,,18096,18.10,fr2,unknown,no
dataset_2026_05_08_0800,82,418339229,,,,,18528,18.53,fr2,unknown,no
dataset_2026_05_08_0800,83,418339235,,,,,464945,464.94,tyo,unknown,no
dataset_2026_05_08_0800,84,418339242,,,,,464840,464.84,tyo,unknown,no
dataset_2026_05_08_0800,85,418339248,,,,,19052,19.05,fr2,unknown,no
dataset_2026_05_08_0800,86,418339253,,,,,464289,464.29,tyo,unknown,no
dataset_2026_05_08_0800,87,418339260,,,,,227984,227.98,dx1,unknown,no
dataset_2026_05_08_0800,88,418339266,,,,,18781,18.78,fr2,unknown,no
dataset_2026_05_08_0800,89,418339271,,,,,15940,15.94,fr2,unknown,no
dataset_2026_05_08_0800,90,418339276,,,,,465559,465.56,tyo,unknown,no
dataset_2026_05_08_0800,91,418339283,,,,,236282,236.28,dx1,unknown,no
dataset_2026_05_08_0800,92,418339289,,,,,220358,220.36,dx1,unknown,no
dataset_2026_05_08_0800,93,418339295,,,,,18568,18.57,fr2,unknown,no
dataset_2026_05_08_0800,94,418339301,,,,,18581,18.58,fr2,unknown,no
dataset_2026_05_08_0800,95,418339307,,,,,215404,215.40,ewr,unknown,no
dataset_2026_05_08_0800,96,418339312,,,,,18358,18.36,fr2,unknown,no
dataset_2026_05_08_0800,97,418339318,,,,,464724,464.72,tyo,unknown,no
dataset_2026_05_08_0800,98,418339325,,,,,465058,465.06,tyo,unknown,no
dataset_2026_05_08_0800,99,418339331,,,,,464316,464.32,tyo,unknown,no
dataset_2026_05_08_0800,100,418339339,,,,,18991,18.99,fr2,unknown,no
dataset_2026_05_08_1300,6,418383703,,,,,19360,19.36,fr2,unknown,no
dataset_2026_05_08_1300,7,418383709,,,,,18477,18.48,fr2,unknown,no
dataset_2026_05_08_1300,8,418383715,,,,,220402,220.40,dx1,unknown,no
dataset_2026_05_08_1300,9,418383721,,,,,212002,212.00,ewr,unknown,no
dataset_2026_05_08_1300,10,418383727,,,,,216382,216.38,ewr,unknown,no
dataset_2026_05_08_1300,11,418383733,,,,,18147,18.15,fr2,unknown,no
dataset_2026_05_08_1300,12,418383739,,,,,18215,18.21,fr2,unknown,no
dataset_2026_05_08_1300,13,418383744,,,,,224520,224.52,dx1,unknown,no
dataset_2026_05_08_1300,14,418383750,,,,,18182,18.18,fr2,unknown,no
dataset_2026_05_08_1300,15,418383756,,,,,18633,18.63,fr2,unknown,no
dataset_2026_05_08_1300,16,418383762,,,,,18198,18.20,fr2,unknown,no
dataset_2026_05_08_1300,17,418383767,,,,,16537,16.54,fr2,unknown,no
dataset_2026_05_08_1300,18,418383772,,,,,464999,465.00,tyo,unknown,no
dataset_2026_05_08_1300,19,418383779,,,,,16903,16.90,fr2,unknown,no
dataset_2026_05_08_1300,20,418383785,,,,,18599,18.60,fr2,unknown,no
dataset_2026_05_08_1300,21,418383791,,,,,464101,464.10,tyo,unknown,no
dataset_2026_05_08_1300,22,418383798,,,,,18092,18.09,fr2,unknown,no
dataset_2026_05_08_1300,23,418383803,,,,,16024,16.02,fr2,unknown,no
dataset_2026_05_08_1300,24,418383808,,,,,462994,462.99,tyo,unknown,no
dataset_2026_05_08_1300,25,418383815,,,,,18490,18.49,fr2,unknown,no
dataset_2026_05_08_1300,26,418383820,,,,,18323,18.32,fr2,unknown,no
dataset_2026_05_08_1300,27,418383825,,,,,18202,18.20,fr2,unknown,no
dataset_2026_05_08_1300,28,418383831,,,,,464828,464.83,tyo,unknown,no
dataset_2026_05_08_1300,29,418383838,,,,,18432,18.43,fr2,unknown,no
dataset_2026_05_08_1300,30,418383843,,,,,20967,20.97,fr2,unknown,no
dataset_2026_05_08_1300,31,418383850,,,,,18353,18.35,fr2,unknown,no
dataset_2026_05_08_1300,32,418383855,,,,,18443,18.44,fr2,unknown,no
dataset_2026_05_08_1300,33,418383862,,,,,18416,18.42,fr2,unknown,no
dataset_2026_05_08_1300,34,418383867,,,,,18524,18.52,fr2,unknown,no
dataset_2026_05_08_1300,35,418383873,,,,,465168,465.17,tyo,unknown,no
dataset_2026_05_08_1300,36,418383879,,,,,19060,19.06,fr2,unknown,no
dataset_2026_05_08_1300,37,418383885,,,,,226115,226.12,dx1,unknown,no
dataset_2026_05_08_1300,38,418383891,,,,,18735,18.73,fr2,unknown,no
dataset_2026_05_08_1300,39,418383897,,,,,18335,18.34,fr2,unknown,no
dataset_2026_05_08_1300,40,418383903,,,,,18561,18.56,fr2,unknown,no
dataset_2026_05_08_1300,41,418383909,,,,,18469,18.47,fr2,unknown,no
dataset_2026_05_08_1300,42,418383915,,,,,464839,464.84,tyo,unknown,no
dataset_2026_05_08_1300,43,418383922,,,,,18567,18.57,fr2,unknown,no
dataset_2026_05_08_1300,44,418383927,,,,,18406,18.41,fr2,unknown,no
dataset_2026_05_08_1300,45,418383933,,,,,464713,464.71,tyo,unknown,no
dataset_2026_05_08_1300,46,418383940,,,,,244978,244.98,dx1,unknown,no
dataset_2026_05_08_1300,47,418383946,,,,,18558,18.56,fr2,unknown,no
dataset_2026_05_08_1300,48,418383951,,,,,18339,18.34,fr2,unknown,no
dataset_2026_05_08_1300,49,418383957,,,,,18486,18.49,fr2,unknown,no
dataset_2026_05_08_1300,50,418383963,,,,,18147,18.15,fr2,unknown,no
dataset_2026_05_08_1300,51,418383969,,,,,18466,18.47,fr2,unknown,no
dataset_2026_05_08_1300,52,418383974,,,,,462727,462.73,tyo,unknown,no
dataset_2026_05_08_1300,53,418383980,,,,,19263,19.26,fr2,unknown,no
dataset_2026_05_08_1300,54,418383986,,,,,408214,408.21,slc,unknown,no
dataset_2026_05_08_1300,55,418383992,,,,,17296,17.30,fr2,unknown,no
dataset_2026_05_08_1300,56,418383997,,,,,18394,18.39,fr2,unknown,no
dataset_2026_05_08_1300,57,418384003,,,,,464831,464.83,tyo,unknown,no
dataset_2026_05_08_1300,58,418384009,,,,,20051,20.05,fr2,unknown,no
dataset_2026_05_08_1300,59,418384015,,,,,18579,18.58,fr2,unknown,no
dataset_2026_05_08_1300,60,418384020,,,,,463989,463.99,tyo,unknown,no
dataset_2026_05_08_1300,61,418384027,,,,,464407,464.41,tyo,unknown,no
dataset_2026_05_08_1300,62,418384033,,,,,17878,17.88,fr2,unknown,no
dataset_2026_05_08_1300,63,418384039,,,,,18606,18.61,fr2,unknown,no
dataset_2026_05_08_1300,64,418384044,,,,,18607,18.61,fr2,unknown,no
dataset_2026_05_08_1300,65,418384050,,,,,226051,226.05,dx1,unknown,no
dataset_2026_05_08_1300,66,418384056,,,,,18634,18.63,fr2,unknown,no
dataset_2026_05_08_1300,67,418384061,,,,,395611,395.61,slc,unknown,no
dataset_2026_05_08_1300,68,418384067,,,,,219914,219.91,ewr,unknown,no
dataset_2026_05_08_1300,69,418384073,,,,,216884,216.88,ewr,unknown,no
dataset_2026_05_08_1300,70,418384080,,,,,18769,18.77,fr2,unknown,no
dataset_2026_05_08_1300,71,418384085,,,,,221169,221.17,dx1,unknown,no
dataset_2026_05_08_1300,72,418384091,,,,,224601,224.60,dx1,unknown,no
dataset_2026_05_08_1300,73,418384097,,,,,464496,464.50,tyo,unknown,no
dataset_2026_05_08_1300,74,418384104,,,,,18980,18.98,fr2,unknown,no
dataset_2026_05_08_1300,75,418384109,,,,,17256,17.26,fr2,unknown,no
dataset_2026_05_08_1300,76,418384114,,,,,18449,18.45,fr2,unknown,no
dataset_2026_05_08_1300,77,418384120,,,,,465449,465.45,tyo,unknown,no
dataset_2026_05_08_1300,78,418384127,,,,,16907,16.91,fr2,unknown,no
dataset_2026_05_08_1300,79,418384133,,,,,18590,18.59,fr2,unknown,no
dataset_2026_05_08_1300,80,418384139,,,,,19377,19.38,fr2,unknown,no
dataset_2026_05_08_1300,81,418384144,,,,,18737,18.74,fr2,unknown,no
dataset_2026_05_08_1300,82,418384150,,,,,464875,464.88,tyo,unknown,no
dataset_2026_05_08_1300,83,418384156,,,,,220190,220.19,dx1,unknown,no
dataset_2026_05_08_1300,84,418384163,,,,,19376,19.38,fr2,unknown,no
dataset_2026_05_08_1300,85,418384168,,,,,18646,18.65,fr2,unknown,no
dataset_2026_05_08_1300,86,418384174,,,,,209309,209.31,ewr,unknown,no
dataset_2026_05_08_1300,87,418384180,,,,,18366,18.37,fr2,unknown,no
dataset_2026_05_08_1300,88,418384186,,,,,18094,18.09,fr2,unknown,no
dataset_2026_05_08_1300,89,418384192,,,,,18067,18.07,fr2,unknown,no
dataset_2026_05_08_1300,90,418384197,,,,,18802,18.80,fr2,unknown,no
dataset_2026_05_08_1300,91,418384202,,,,,18083,18.08,fr2,unknown,no
dataset_2026_05_08_1300,92,418384208,,,,,18329,18.33,fr2,unknown,no
dataset_2026_05_08_1300,93,418384213,,,,,18441,18.44,fr2,unknown,no
dataset_2026_05_08_1300,94,418384219,,,,,225254,225.25,dx1,unknown,no
dataset_2026_05_08_1300,95,418384226,,,,,18657,18.66,fr2,unknown,no
dataset_2026_05_08_1300,96,418384233,,,,,465067,465.07,tyo,unknown,no
dataset_2026_05_08_1300,97,418384240,,,,,18960,18.96,fr2,unknown,no
dataset_2026_05_08_1300,98,418384245,,,,,18885,18.89,fr2,unknown,no
