dataset,run_id,slot,leader_pubkey,leader_name,leader_city,leader_country,client_us,client_ms,observed_tier,expected_tier,match
dataset_2026_05_04_2200,6,417600230,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,(no name),Frankfurt am Main,DE,17746,17.75,fr2,fr2,yes
dataset_2026_05_04_2200,7,417600236,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,Coinbase 04,Amsterdam,NL,17388,17.39,fr2,fr2,yes
dataset_2026_05_04_2200,8,417600242,7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,Alchemy,be101.rbx-g4-nc5.fr.eu,,17327,17.33,fr2,unknown,no
dataset_2026_05_04_2200,9,417600248,,(no data),,,640216,640.22,tyo,unknown,no
dataset_2026_05_04_2200,10,417600255,,(no data),,,16360,16.36,fr2,unknown,no
dataset_2026_05_04_2200,11,417600261,,(no data),,,16920,16.92,fr2,unknown,no
dataset_2026_05_04_2200,12,417600267,,(no data),,,238365,238.37,mid,unknown,no
dataset_2026_05_04_2200,13,417600273,,(no data),,,19609,19.61,fr2,unknown,no
dataset_2026_05_04_2200,14,417600279,,(no data),,,228848,228.85,mid,unknown,no
dataset_2026_05_04_2200,15,417600285,,(no data),,,16699,16.70,fr2,unknown,no
dataset_2026_05_04_2200,16,417600290,,(no data),,,246180,246.18,mid,unknown,no
dataset_2026_05_04_2200,17,417600296,,(no data),,,16622,16.62,fr2,unknown,no
dataset_2026_05_04_2200,18,417600303,,(no data),,,17254,17.25,fr2,unknown,no
dataset_2026_05_04_2200,19,417600308,,(no data),,,18037,18.04,fr2,unknown,no
dataset_2026_05_04_2200,20,417600314,,(no data),,,15991,15.99,fr2,unknown,no
dataset_2026_05_04_2200,21,417600320,,(no data),,,16904,16.90,fr2,unknown,no
dataset_2026_05_04_2200,22,417600325,,(no data),,,16188,16.19,fr2,unknown,no
dataset_2026_05_04_2200,23,417600331,,(no data),,,19524,19.52,fr2,unknown,no
dataset_2026_05_04_2200,24,417600336,,(no data),,,234944,234.94,mid,unknown,no
dataset_2026_05_04_2200,25,417600342,,(no data),,,459620,459.62,tyo,unknown,no
dataset_2026_05_04_2200,26,417600349,,(no data),,,18614,18.61,fr2,unknown,no
dataset_2026_05_04_2200,27,417600355,,(no data),,,228880,228.88,mid,unknown,no
dataset_2026_05_04_2200,28,417600361,,(no data),,,18326,18.33,fr2,unknown,no
dataset_2026_05_04_2200,29,417600367,,(no data),,,459653,459.65,tyo,unknown,no
dataset_2026_05_04_2200,30,417600373,,(no data),,,19382,19.38,fr2,unknown,no
dataset_2026_05_04_2200,31,417600379,,(no data),,,17606,17.61,fr2,unknown,no
dataset_2026_05_04_2200,32,417600384,,(no data),,,459687,459.69,tyo,unknown,no
dataset_2026_05_04_2200,33,417600392,,(no data),,,18355,18.36,fr2,unknown,no
dataset_2026_05_04_2200,34,417600397,,(no data),,,16914,16.91,fr2,unknown,no
dataset_2026_05_04_2200,35,417600403,,(no data),,,16919,16.92,fr2,unknown,no
dataset_2026_05_04_2200,36,417600409,,(no data),,,18335,18.34,fr2,unknown,no
dataset_2026_05_04_2200,37,417600415,,(no data),,,17261,17.26,fr2,unknown,no
dataset_2026_05_04_2200,38,417600420,,(no data),,,17745,17.75,fr2,unknown,no
dataset_2026_05_04_2200,39,417600426,,(no data),,,17520,17.52,fr2,unknown,no
dataset_2026_05_04_2200,40,417600432,,(no data),,,18366,18.37,fr2,unknown,no
dataset_2026_05_04_2200,41,417600438,,(no data),,,18265,18.27,fr2,unknown,no
dataset_2026_05_04_2200,42,417600444,,(no data),,,17395,17.39,fr2,unknown,no
dataset_2026_05_04_2200,43,417600447,,(no data),,,19452,19.45,fr2,unknown,no
