run_id,timestamp_ms,side,feed_count,wall_clock_start_ms,wall_clock_end_ms,server_wall_clock_us,client_wall_clock_us,unique_slots_count,cold_start,commitment,error
1,1778252401547,zela,10,1778252401547,1778252401590,42993,401820,1,true,confirmed,false
1,1778252403088,baseline,10,1778252403088,1778252403206,,118095,1,true,confirmed,false
2,1778252404028,zela,10,1778252404028,1778252404029,965,18486,1,true,confirmed,false
2,1778252405336,baseline,10,1778252405336,1778252405433,,96720,1,true,confirmed,false
3,1778252406263,zela,10,1778252406263,1778252406264,840,16455,1,true,confirmed,false
3,1778252407562,baseline,10,1778252407562,1778252407665,,103274,1,true,confirmed,false
4,1778252408483,zela,10,1778252408483,1778252408484,943,19990,1,true,confirmed,false
4,1778252409784,baseline,10,1778252409784,1778252409880,,95817,1,true,confirmed,false
5,1778252410692,zela,10,1778252410692,1778252410693,729,18368,1,true,confirmed,false
5,1778252411990,baseline,10,1778252411990,1778252412079,,89711,1,true,confirmed,false
6,1778252412892,zela,10,1778252412892,1778252412896,3636,18641,1,false,confirmed,false
6,1778252414197,baseline,10,1778252414197,1778252414301,,104336,1,false,confirmed,false
7,1778252415136,zela,10,1778252415136,1778252415137,1090,18765,1,false,confirmed,false
7,1778252416436,baseline,10,1778252416436,1778252416550,,114484,1,false,confirmed,false
8,1778252417370,zela,10,1778252417370,1778252417371,942,18556,1,false,confirmed,false
8,1778252418663,baseline,10,1778252418663,1778252418760,,97657,1,false,confirmed,false
9,1778252419623,zela,10,1778252419623,1778252419629,6199,186459,1,false,confirmed,false
9,1778252421048,baseline,10,1778252421048,1778252421141,,93031,1,false,confirmed,false
10,1778252421968,zela,10,1778252421968,1778252421969,1187,19152,1,false,confirmed,false
10,1778252423265,baseline,10,1778252423265,1778252423379,,113407,1,false,confirmed,false
11,1778252424193,zela,10,1778252424193,1778252424194,877,18719,1,false,confirmed,false
11,1778252425491,baseline,10,1778252425491,1778252425624,,133132,1,false,confirmed,false
12,1778252426440,zela,10,1778252426440,1778252426441,1077,18942,1,false,confirmed,false
12,1778252427738,baseline,10,1778252427738,1778252427830,,92344,1,false,confirmed,false
13,1778252428728,zela,10,1778252428728,1778252428729,1152,465131,1,false,confirmed,false
13,1778252430389,baseline,10,1778252430389,1778252430489,,99916,1,false,confirmed,false
14,1778252431341,zela,10,1778252431341,1778252431382,40944,234955,1,false,confirmed,false
14,1778252432815,baseline,10,1778252432815,1778252432908,,92318,1,false,confirmed,false
15,1778252433743,zela,10,1778252433743,1778252433744,1099,18877,1,false,confirmed,false
15,1778252435036,baseline,10,1778252435036,1778252435160,,123119,1,false,confirmed,false
16,1778252436066,zela,10,1778252436066,1778252436067,663,464647,1,false,confirmed,false
16,1778252437727,baseline,10,1778252437727,1778252437823,,95794,1,false,confirmed,false
17,1778252438650,zela,10,1778252438650,1778252438651,1018,18450,1,false,confirmed,false
17,1778252439952,baseline,10,1778252439952,1778252440039,,86880,1,false,confirmed,false
18,1778252440866,zela,10,1778252440866,1778252440867,894,17577,1,false,confirmed,false
18,1778252442166,baseline,10,1778252442166,1778252442266,,99414,1,false,confirmed,false
19,1778252443089,zela,10,1778252443089,1778252443090,876,18015,1,false,confirmed,false
19,1778252444384,baseline,10,1778252444384,1778252444470,,86371,1,false,confirmed,false
20,1778252445363,zela,10,1778252445363,1778252445364,752,464048,1,false,confirmed,false
20,1778252447025,baseline,10,1778252447025,1778252447126,,100497,1,false,confirmed,false
21,1778252447946,zela,10,1778252447946,1778252447946,860,18547,1,false,confirmed,false
21,1778252449247,baseline,10,1778252449247,1778252449350,,103002,1,false,confirmed,false
22,1778252450211,zela,10,1778252450211,1778252450213,1882,180981,1,false,confirmed,false
22,1778252451631,baseline,10,1778252451631,1778252451723,,92227,1,false,confirmed,false
23,1778252452543,zela,10,1778252452543,1778252452544,1091,18700,1,false,confirmed,false
23,1778252453841,baseline,10,1778252453841,1778252453931,,90519,1,false,confirmed,false
24,1778252454742,zela,10,1778252454742,1778252454743,829,18636,1,false,confirmed,false
24,1778252456042,baseline,10,1778252456042,1778252456141,,98774,1,false,confirmed,false
25,1778252456965,zela,10,1778252456965,1778252456966,1015,18807,1,false,confirmed,false
25,1778252458264,baseline,10,1778252458264,1778252458348,,84456,1,false,confirmed,false
26,1778252459195,zela,10,1778252459195,1778252459196,857,18540,1,false,confirmed,false
26,1778252460494,baseline,10,1778252460494,1778252460588,,94117,1,false,confirmed,false
27,1778252461401,zela,10,1778252461401,1778252461402,694,18193,1,false,confirmed,false
27,1778252462696,baseline,10,1778252462696,1778252462801,,104993,1,false,confirmed,false
28,1778252463683,zela,10,1778252463683,1778252463709,25632,229182,1,false,confirmed,false
28,1778252465145,baseline,10,1778252465145,1778252465236,,90823,1,false,confirmed,false
29,1778252466063,zela,10,1778252466063,1778252466065,2762,20318,1,false,confirmed,false
29,1778252467364,baseline,10,1778252467364,1778252467457,,92859,1,false,confirmed,false
30,1778252468271,zela,10,1778252468271,1778252468271,880,18246,1,false,confirmed,false
30,1778252469570,baseline,10,1778252469570,1778252469694,,123943,1,false,confirmed,false
31,1778252470515,zela,10,1778252470515,1778252470516,809,19024,1,false,confirmed,false
31,1778252471816,baseline,10,1778252471816,1778252471904,,88004,1,false,confirmed,false
32,1778252472716,zela,10,1778252472716,1778252472717,974,18623,1,false,confirmed,false
32,1778252474013,baseline,10,1778252474013,1778252474110,,97736,1,false,confirmed,false
33,1778252474926,zela,10,1778252474926,1778252474927,1019,16731,1,false,confirmed,false
33,1778252476222,baseline,10,1778252476222,1778252476319,,97104,1,false,confirmed,false
34,1778252477199,zela,10,1778252477199,1778252477269,69326,459255,1,false,confirmed,false
34,1778252478868,baseline,10,1778252478868,1778252478956,,87827,1,false,confirmed,false
35,1778252479814,zela,10,1778252479814,1778252479852,37578,264238,1,false,confirmed,false
35,1778252481318,baseline,10,1778252481318,1778252481412,,93088,1,false,confirmed,false
36,1778252482270,zela,10,1778252482270,1778252482271,978,18275,1,false,confirmed,false
36,1778252483574,baseline,10,1778252483574,1778252483668,,94455,1,false,confirmed,false
37,1778252484480,zela,10,1778252484480,1778252484481,929,17227,1,false,confirmed,false
37,1778252485778,baseline,10,1778252485778,1778252485866,,88513,1,false,confirmed,false
38,1778252486725,zela,10,1778252486725,1778252486745,19675,223435,1,false,confirmed,false
38,1778252488186,baseline,10,1778252488186,1778252488315,,128902,1,false,confirmed,false
39,1778252489238,zela,10,1778252489238,1778252489238,830,464857,1,false,confirmed,false
39,1778252490898,baseline,10,1778252490898,1778252490991,,93568,1,false,confirmed,false
40,1778252491804,zela,10,1778252491804,1778252491805,909,17929,1,false,confirmed,false
40,1778252493099,baseline,10,1778252493099,1778252493195,,95953,1,false,confirmed,false
41,1778252494097,zela,10,1778252494097,1778252494154,57466,426390,1,false,confirmed,false
41,1778252495731,baseline,10,1778252495731,1778252495949,,218399,1,false,confirmed,false
42,1778252496921,zela,10,1778252496921,1778252496922,673,464727,1,false,confirmed,false
42,1778252498582,baseline,10,1778252498582,1778252498664,,81789,1,false,confirmed,false
43,1778252499516,zela,10,1778252499516,1778252499526,9436,188542,1,false,confirmed,false
43,1778252500943,baseline,10,1778252500943,1778252501026,,82701,1,false,confirmed,false
44,1778252501907,zela,10,1778252501907,1778252501950,42700,414964,1,false,confirmed,false
44,1778252503531,baseline,10,1778252503531,1778252503623,,91539,1,false,confirmed,false
45,1778252504437,zela,10,1778252504437,1778252504439,1068,18522,1,false,confirmed,false
45,1778252505735,baseline,10,1778252505735,1778252505837,,102407,1,false,confirmed,false
46,1778252506652,zela,10,1778252506652,1778252506653,783,18573,1,false,confirmed,false
46,1778252507953,baseline,10,1778252507953,1778252508074,,120610,1,false,confirmed,false
47,1778252508892,zela,10,1778252508892,1778252508893,1064,18383,1,false,confirmed,false
47,1778252510191,baseline,10,1778252510191,1778252510287,,95326,1,false,confirmed,false
48,1778252511105,zela,10,1778252511105,1778252511106,879,18127,1,false,confirmed,false
48,1778252512400,baseline,10,1778252512400,1778252512461,,60681,1,false,confirmed,false
49,1778252513264,zela,10,1778252513264,1778252513265,984,17154,1,false,confirmed,false
49,1778252514565,baseline,10,1778252514565,1778252514685,,120150,1,false,confirmed,false
50,1778252515505,zela,10,1778252515505,1778252515506,972,18370,1,false,confirmed,false
50,1778252516801,baseline,10,1778252516801,1778252516930,,129126,1,false,confirmed,false
51,1778252517745,zela,10,1778252517745,1778252517745,909,18429,1,false,confirmed,false
51,1778252519047,baseline,10,1778252519047,1778252519130,,82599,1,false,confirmed,false
52,1778252519944,zela,10,1778252519944,1778252519945,818,18206,1,false,confirmed,false
52,1778252521249,baseline,10,1778252521249,1778252521384,,134772,1,false,confirmed,false
53,1778252522299,zela,10,1778252522299,1778252522300,705,316628,1,false,confirmed,false
53,1778252523813,baseline,10,1778252523813,1778252523906,,93015,1,false,confirmed,false
54,1778252524719,zela,10,1778252524719,1778252524720,991,18268,1,false,confirmed,false
54,1778252526016,baseline,10,1778252526016,1778252526119,,103222,1,false,confirmed,false
55,1778252527012,zela,10,1778252527012,1778252527016,3521,467920,1,false,confirmed,false
55,1778252528672,baseline,10,1778252528672,1778252528764,,92187,1,false,confirmed,false
56,1778252529575,zela,10,1778252529575,1778252529576,930,18444,1,false,confirmed,false
56,1778252530875,baseline,10,1778252530875,1778252530967,,92824,1,false,confirmed,false
57,1778252531780,zela,10,1778252531780,1778252531781,809,18008,1,false,confirmed,false
57,1778252533079,baseline,10,1778252533079,1778252533247,,167374,1,false,confirmed,false
58,1778252534164,zela,10,1778252534164,1778252534171,7209,186718,1,false,confirmed,false
58,1778252535589,baseline,10,1778252535589,1778252535686,,96680,1,false,confirmed,false
59,1778252536559,zela,10,1778252536559,1778252536628,68769,421542,1,false,confirmed,false
59,1778252538192,baseline,10,1778252538192,1778252538316,,123402,1,false,confirmed,false
60,1778252539144,zela,10,1778252539144,1778252539145,1048,17159,1,false,confirmed,false
60,1778252540444,baseline,10,1778252540444,1778252540535,,90400,1,false,confirmed,false
61,1778252541341,zela,10,1778252541341,1778252541342,811,17911,1,false,confirmed,false
61,1778252542637,baseline,10,1778252542637,1778252542730,,92309,1,false,confirmed,false
62,1778252543540,zela,10,1778252543540,1778252543541,906,18639,1,false,confirmed,false
62,1778252544838,baseline,10,1778252544838,1778252544929,,90415,1,false,confirmed,false
63,1778252545736,zela,10,1778252545736,1778252545737,807,18558,1,false,confirmed,false
63,1778252547039,baseline,10,1778252547039,1778252547152,,112936,1,false,confirmed,false
64,1778252547978,zela,10,1778252547978,1778252547979,876,18569,1,false,confirmed,false
64,1778252549279,baseline,10,1778252549279,1778252549393,,113948,1,false,confirmed,false
65,1778252550216,zela,10,1778252550216,1778252550217,769,18029,1,false,confirmed,false
65,1778252551518,baseline,10,1778252551518,1778252551635,,116598,1,false,confirmed,false
66,1778252552470,zela,10,1778252552470,1778252552471,801,18364,1,false,confirmed,false
66,1778252553775,baseline,10,1778252553775,1778252554200,,425226,1,false,confirmed,false
67,1778252555080,zela,10,1778252555080,1778252555082,1995,181438,1,false,confirmed,false
67,1778252556498,baseline,10,1778252556498,1778252556602,,104215,1,false,confirmed,false
68,1778252557466,zela,10,1778252557466,1778252557468,1981,181652,1,false,confirmed,false
68,1778252558889,baseline,10,1778252558889,1778252559011,,122619,1,false,confirmed,false
69,1778252559827,zela,10,1778252559827,1778252559828,871,16271,1,false,confirmed,false
69,1778252561118,baseline,10,1778252561118,1778252561227,,109010,1,false,confirmed,false
70,1778252562046,zela,10,1778252562046,1778252562047,913,17778,1,false,confirmed,false
70,1778252563340,baseline,10,1778252563340,1778252563455,,114457,1,false,confirmed,false
71,1778252564268,zela,10,1778252564268,1778252564269,868,18968,1,false,confirmed,false
71,1778252565569,baseline,10,1778252565569,1778252565656,,87847,1,false,confirmed,false
72,1778252566507,zela,10,1778252566507,1778252566509,1928,182419,1,false,confirmed,false
72,1778252567927,baseline,10,1778252567927,1778252568045,,118134,1,false,confirmed,false
73,1778252568857,zela,10,1778252568857,1778252568858,929,17538,1,false,confirmed,false
73,1778252570158,baseline,10,1778252570158,1778252570255,,97600,1,false,confirmed,false
74,1778252571102,zela,10,1778252571102,1778252571103,861,18342,1,false,confirmed,false
74,1778252572398,baseline,10,1778252572398,1778252572505,,107422,1,false,confirmed,false
75,1778252573407,zela,10,1778252573407,1778252573408,760,464679,1,false,confirmed,false
75,1778252575067,baseline,10,1778252575067,1778252575175,,108298,1,false,confirmed,false
76,1778252576054,zela,10,1778252576054,1778252576151,96895,475286,1,false,confirmed,false
76,1778252577743,baseline,10,1778252577743,1778252577823,,79772,1,false,confirmed,false
77,1778252578746,zela,10,1778252578746,1778252578747,670,464731,1,false,confirmed,false
77,1778252580405,baseline,10,1778252580405,1778252580493,,88198,1,false,confirmed,false
78,1778252581342,zela,10,1778252581342,1778252581344,1787,181611,1,false,confirmed,false
78,1778252582760,baseline,10,1778252582760,1778252582845,,84604,1,false,confirmed,false
79,1778252583655,zela,10,1778252583655,1778252583657,2071,20384,1,false,confirmed,false
79,1778252584955,baseline,10,1778252584955,1778252585040,,85271,1,false,confirmed,false
80,1778252585847,zela,10,1778252585847,1778252585848,762,16995,1,false,confirmed,false
80,1778252587143,baseline,10,1778252587143,1778252587258,,115733,1,false,confirmed,false
81,1778252588075,zela,10,1778252588075,1778252588076,1113,19365,1,false,confirmed,false
81,1778252589373,baseline,10,1778252589373,1778252589464,,91545,1,false,confirmed,false
82,1778252590321,zela,10,1778252590321,1778252590329,7959,187916,1,false,confirmed,false
82,1778252591749,baseline,10,1778252591749,1778252591851,,101974,1,false,confirmed,false
83,1778252592711,zela,10,1778252592711,1778252592720,8929,187435,1,false,confirmed,false
83,1778252594138,baseline,10,1778252594138,1778252594219,,81830,1,false,confirmed,false
84,1778252595071,zela,10,1778252595071,1778252595073,1867,181589,1,false,confirmed,false
84,1778252596488,baseline,10,1778252596488,1778252596583,,94567,1,false,confirmed,false
85,1778252597442,zela,10,1778252597442,1778252597469,27769,232070,1,false,confirmed,false
85,1778252598908,baseline,10,1778252598908,1778252599005,,96662,1,false,confirmed,false
86,1778252599822,zela,10,1778252599822,1778252599823,989,17742,1,false,confirmed,false
86,1778252601113,baseline,10,1778252601113,1778252601206,,92717,1,false,confirmed,false
87,1778252602080,zela,10,1778252602080,1778252602098,18032,221345,1,false,confirmed,false
87,1778252603547,baseline,10,1778252603547,1778252603648,,101257,1,false,confirmed,false
88,1778252604458,zela,10,1778252604458,1778252604459,998,18086,1,false,confirmed,false
88,1778252605757,baseline,10,1778252605757,1778252605849,,92724,1,false,confirmed,false
89,1778252606744,zela,10,1778252606744,1778252606745,1041,466060,1,false,confirmed,false
89,1778252608403,baseline,10,1778252608403,1778252608495,,91899,1,false,confirmed,false
90,1778252609351,zela,10,1778252609351,1778252609368,17504,225856,1,false,confirmed,false
90,1778252610818,baseline,10,1778252610818,1778252610925,,106680,1,false,confirmed,false
91,1778252611744,zela,10,1778252611744,1778252611745,952,18809,1,false,confirmed,false
91,1778252613041,baseline,10,1778252613041,1778252613125,,84198,1,false,confirmed,false
92,1778252613935,zela,10,1778252613935,1778252613936,937,17960,1,false,confirmed,false
92,1778252615236,baseline,10,1778252615236,1778252615365,,128760,1,false,confirmed,false
93,1778252616264,zela,10,1778252616264,1778252616265,774,464277,1,false,confirmed,false
93,1778252617925,baseline,10,1778252617925,1778252618044,,118821,1,false,confirmed,false
94,1778252618864,zela,10,1778252618864,1778252618865,867,16506,1,false,confirmed,false
94,1778252620163,baseline,10,1778252620163,1778252620241,,78192,1,false,confirmed,false
95,1778252621054,zela,10,1778252621054,1778252621055,1030,18484,1,false,confirmed,false
95,1778252622354,baseline,10,1778252622354,1778252622463,,108748,1,false,confirmed,false
96,1778252623270,zela,10,1778252623270,1778252623271,936,18373,1,false,confirmed,false
96,1778252624570,baseline,10,1778252624570,1778252624672,,101856,1,false,confirmed,false
97,1778252625555,zela,10,1778252625555,1778252625635,80181,763388,1,false,confirmed,false
97,1778252627528,baseline,10,1778252627528,1778252627671,,142996,1,false,confirmed,false
98,1778252628541,zela,10,1778252628541,1778252628661,119544,325600,1,false,confirmed,false
98,1778252630105,baseline,10,1778252630105,1778252630234,,128856,1,false,confirmed,false
99,1778252631056,zela,10,1778252631056,1778252631057,966,18815,1,false,confirmed,false
99,1778252632355,baseline,10,1778252632355,1778252632463,,108458,1,false,confirmed,false
100,1778252633318,zela,10,1778252633318,1778252633336,17953,219920,1,false,confirmed,false
100,1778252634776,baseline,10,1778252634776,1778252634869,,92596,1,false,confirmed,false
