run_id,timestamp_ms,side,feed_count,wall_clock_start_ms,wall_clock_end_ms,server_wall_clock_us,client_wall_clock_us,unique_slots_count,cold_start,commitment,error
1,1778097603264,zela,10,1778097603264,1778097603265,1239,327669,1,true,confirmed,false
1,1778097603846,baseline,10,1778097603846,1778097604050,,204599,1,true,confirmed,false
2,1778097605779,zela,10,1778097605779,1778097605780,1072,275351,1,true,confirmed,false
2,1778097606459,baseline,10,1778097606459,1778097606812,,353164,1,true,confirmed,false
3,1778097608469,zela,10,1778097608469,1778097608534,64647,286740,1,true,confirmed,false
3,1778097609206,baseline,10,1778097609206,1778097609302,,95630,1,true,confirmed,false
4,1778097610922,zela,10,1778097610922,1778097610923,1076,19041,1,true,confirmed,false
4,1778097611449,baseline,10,1778097611449,1778097611587,,138092,1,true,confirmed,false
5,1778097613209,zela,10,1778097613209,1778097613210,1011,17735,1,true,confirmed,false
5,1778097613718,baseline,10,1778097613718,1778097613837,,119127,1,true,confirmed,false
6,1778097615569,zela,10,1778097615569,1778097615570,792,461516,1,false,confirmed,false
6,1778097616435,baseline,10,1778097616435,1778097616589,,154315,1,false,confirmed,false
7,1778097618297,zela,10,1778097618297,1778097618297,868,460693,1,false,confirmed,false
7,1778097619193,baseline,10,1778097619193,1778097619295,,101646,1,false,confirmed,false
8,1778097620915,zela,10,1778097620915,1778097620916,892,18499,1,false,confirmed,false
8,1778097621424,baseline,10,1778097621424,1778097621621,,197166,1,false,confirmed,false
9,1778097623311,zela,10,1778097623311,1778097623312,967,16920,1,false,confirmed,false
9,1778097623813,baseline,10,1778097623813,1778097624014,,200500,1,false,confirmed,false
10,1778097625666,zela,10,1778097625666,1778097625667,957,18356,1,false,confirmed,false
10,1778097626171,baseline,10,1778097626171,1778097626284,,113582,1,false,confirmed,false
11,1778097627905,zela,10,1778097627905,1778097627906,904,18538,1,false,confirmed,false
11,1778097628417,baseline,10,1778097628417,1778097628556,,138658,1,false,confirmed,false
12,1778097630206,zela,10,1778097630206,1778097630240,33586,254330,1,false,confirmed,false
12,1778097630907,baseline,10,1778097630907,1778097631039,,132338,1,false,confirmed,false
13,1778097632654,zela,10,1778097632654,1778097632655,921,16229,1,false,confirmed,false
13,1778097633158,baseline,10,1778097633158,1778097633264,,106149,1,false,confirmed,false
14,1778097634899,zela,10,1778097634899,1778097634900,795,18155,1,false,confirmed,false
14,1778097635409,baseline,10,1778097635409,1778097635511,,101743,1,false,confirmed,false
15,1778097637206,zela,10,1778097637206,1778097637207,866,458655,1,false,confirmed,false
15,1778097638080,baseline,10,1778097638080,1778097638170,,90620,1,false,confirmed,false
16,1778097639777,zela,10,1778097639777,1778097639778,846,18276,1,false,confirmed,false
